monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Jogging Track, Lift, Swimming Pool, Squash Court, Parking, Security, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan SP7, Off Jalan Saujana Putra, Bandar Saujana Putra, Selangor",Selangor,Bandar Saujana Putra,2025-01-02 01:29,107737484,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,1048 sq.ft.,Partially Furnished,"Playground, Gymnasium, Club house, Parking, Squash Court, Jogging Track, Lift, Barbeque area, Swimming Pool, Sauna, Security, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Saujana Putra, Bandar Saujana Putra, Selangor",Selangor,Bandar Saujana Putra,2025-01-02 01:28,107364653,2.946382581738251,101.58587715008883
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Parking, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 01:26,109565751,1.4676996579290054,103.7249724411857
"RM 1,950 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool, Gymnasium, Parking, Lift, Sauna, Multipurpose hall","Air-Cond, Washing Machine, Internet","Persiaran Rimba, Eco Santuari, Kuala Langat, Selangor",Selangor,Kuala Langat,2025-01-02 01:25,109622930,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,566 sq.ft.,Fully Furnished,"Gymnasium, Parking, Minimart, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan Plumbum 7/102, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 01:25,109622927,3.0647791269756985,101.48606686973181
"RM 1,050 per month","Apartment / Condominium, For rent",Service Residence,1,1,486 sq.ft.,Partially Furnished,"Parking, Jogging Track, Sauna, Gymnasium, Tennis Court, Swimming Pool, Multipurpose hall, Security, Lift, Barbeque area, Minimart","Air-Cond, Cooking Allowed","Jalan Setia Dagang AH U13/AH, Setia City, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-02 01:25,109622926,,
"RM 6,900 per month","Apartment / Condominium, For rent",Condominium,3,3,1540 sq.ft.,Partially Furnished,"Security, Gymnasium, Tennis Court, Lift, Barbeque area, Parking, Playground, Swimming Pool, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","No.5, Jalan Residen Utama, Desa ParkCity, Kuala Lumpur",Kuala Lumpur,Desa ParkCity,2025-01-02 01:25,109622924,3.1889002806786757,101.6229129157964
"RM 1,600 per month","House, For rent",Others,3,2,914 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Jogging Track, Minimart","Air-Cond, Cooking Allowed",,Johor,Permas Jaya,2025-01-02 01:25,108813942,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,960 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Playground, Barbeque area, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran 3, Bandar Baru Selayang, Selayang, Selangor",Selangor,Selayang,2025-01-02 01:24,109145024,3.259325940745779,101.6514959015733
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1109 sq.ft.,Partially Furnished,"Playground, Club house, Multipurpose hall, Parking, Security, Swimming Pool, Lift, Gymnasium",Air-Cond,"Tuai Residence Show Gallery, Lot 98513, Persiaran Setia Damai, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 01:24,108994234,,
"RM 6,800 per month","Apartment / Condominium, For rent",Condominium,4,4,2266 sq.ft.,Fully Furnished,"Playground, Gymnasium, Security, Swimming Pool, Parking, Tennis Court, Sauna, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Haji Saman, Off Jalan Tun Fuad Stephen, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 01:23,108959135,,
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,815 sq.ft.,Partially Furnished,"Parking, Security, Playground",Air-Cond,"Jalan Anggerik Tania 31/112,Kota Kemuning, Sect 31, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 01:22,109568929,,
"RM 1,800 per month","House, For rent",Semi-Detached House,4,4,2160 sq.ft.,Partially Furnished,,Cooking Allowed,,Penang,Bukit Mertajam,2025-01-02 01:22,109622942,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1162 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Parking, Swimming Pool, Lift, Security, Playground","Cooking Allowed, Air-Cond","Lorong Perda Utama 3, Off Jalan Permatang Batu, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-02 01:16,109312925,,
"RM 1,100 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Partially Furnished,Parking,Cooking Allowed,,Penang,Alma,2025-01-02 01:16,109392637,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1130 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Club house, Barbeque area, Playground, Gymnasium, Lift, Security, Sauna",Cooking Allowed,"Jalan Pengkalan, Bukit Tengah, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-02 01:16,107216395,5.3541193,100.42291801776008
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1047 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Security, Lift, Playground, Parking, Gymnasium, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-02 01:15,108927178,5.239692676650539,100.43292654955665
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,2,818 sq.ft.,Fully Furnished,"Security, Playground, Lift, Parking, Swimming Pool, Gymnasium, Tennis Court, Multipurpose hall, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 01:10,108845155,1.4676996579290054,103.7249724411857
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,621 sq.ft.,Fully Furnished,"Barbeque area, Security, Sauna, Multipurpose hall, Minimart, Playground, Parking, Swimming Pool, Jogging Track, Lift, Gymnasium","Washing Machine, Cooking Allowed, Air-Cond","Jalan Seri Setanggi, Off Lebuh Tebrau, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 01:09,107676188,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1087 sq.ft.,Fully Furnished,"Parking, Squash Court, Barbeque area, Playground, Swimming Pool, Gymnasium, Tennis Court, Jogging Track, Minimart, Club house, Security, Lift","Air-Cond, Washing Machine, Cooking Allowed","Jalan Sentul Indah, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-02 01:09,109622922,3.181016830382174,101.69042348813167
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Lift, Security, Playground, Gymnasium, Multipurpose hall, Parking, Minimart, Sauna",,"Jalan Nountun, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 01:08,109622919,5.991875769356827,116.13480244617114
"RM 1,899 per month","House, For rent",Cluster House,4,3,1700 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Jogging Track, Parking, Security","Air-Cond, Cooking Allowed",,Selangor,Setia Alam,2025-01-02 01:07,109622917,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Lift, Multipurpose hall, Playground, Security, Parking, Swimming Pool, Minimart","Cooking Allowed, Near KTM/LRT","Jalan Metro Perdana Barat, Taman Usahawan Kepong, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-02 01:06,109622915,3.2146259500000003,101.64224655
"RM 1,850 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Playground, Security, Barbeque area, Multipurpose hall",,"Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor",Selangor,I-City,2025-01-02 01:06,109597988,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Squash Court, Minimart, Security, Parking, Gymnasium, Barbeque area, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan 14/155C, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-02 01:05,109622884,3.0559124369676436,101.66949955784884
"RM 1,350 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Security, Lift, Swimming Pool, Multipurpose hall, Parking, Playground, Gymnasium",,"Jalan Jalil Impian, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-01-02 01:03,109622910,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,896 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Sauna, Gymnasium",,"Jalan Sungai Burung X 32/X, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 01:03,109514892,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,915 sq.ft.,Partially Furnished,"Lift, Security, Parking",,"Jalan Teratai 1/2f, Taman Bukit Teratai, Ampang, Selangor",Selangor,Ampang,2025-01-02 01:02,109622908,3.1111205,101.76671755000001
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,751 sq.ft.,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Sauna",Air-Cond,"Jalan Sungai Burung X 32/X, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 01:02,109377685,,
"RM 3,500 per month","House, For rent",2-storey Terraced House,5,5,3200 sq.ft.,Fully Furnished,"Parking, Jogging Track, Playground","Cooking Allowed, Air-Cond, Washing Machine",,Selangor,Cyberjaya,2025-01-02 00:59,109539744,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Not Furnished,,,,Selangor,Bandar Bukit Raja,2025-01-02 00:57,108993956,,
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,3,1400 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Security, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Juru Sentral, Juru Sentral, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-02 00:57,109586757,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,990 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Gymnasium, Jogging Track, Barbeque area, Security, Playground, Lift, Parking","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Mutiara 8, Bandar Tasik Mutiara, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-01-02 00:57,109352992,,
"RM 2,100 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Fully Furnished,"Parking, Security, Playground","Cooking Allowed, Washing Machine, Air-Cond",,Penang,Bukit Mertajam,2025-01-02 00:57,109186580,,
"RM 2,500 per month","House, For rent",3-storey Terraced House,5,3,1500 sq.ft.,Partially Furnished,,,,Kuala Lumpur,Sentul,2025-01-02 00:54,109531643,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,1,1,685 sq.ft.,Fully Furnished,"Minimart, Security, Swimming Pool, Multipurpose hall, Parking, Gymnasium, Sauna",,"Jalan Larkin, Taman Dato Onn, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 00:50,109622881,1.4870777687534318,103.75048098486081
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Partially Furnished,"Parking, Jogging Track","Air-Cond, Cooking Allowed",,Penang,Simpang Ampat,2025-01-02 00:50,109622844,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-02 00:46,109607889,3.13436235,101.47200435
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Parking, Minimart, Swimming Pool, Gymnasium, Lift, Security, Playground, Sauna",,"Persiaran Bukit Raja, Kawasan 17, Bandar Baru Klang., Klang, Selangor",Selangor,Klang,2025-01-02 00:46,109597895,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,4,1300 sq.ft.,Partially Furnished,,,,Selangor,Bandar Bukit Tinggi,2025-01-02 00:46,109195210,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Partially Furnished,"Playground, Parking, Swimming Pool, Gymnasium, Multipurpose hall",,"Jalan Bayu Laut/KS 9, Kota Bayuemas, Port Klang, Selangor",Selangor,Port Klang,2025-01-02 00:46,109109256,,
"RM 1,900 per month","House, For rent",2.5-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,,,,Johor,Johor Bahru,2025-01-02 00:45,109622869,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,2160 sq.ft.,Partially Furnished,"Parking, Security, Playground, Multipurpose hall, Jogging Track",Near KTM/LRT,,Penang,Bukit Mertajam,2025-01-02 00:45,109622843,,
"RM 2,100 per month","House, For rent",Semi-Detached House,5,3,3500 sq.ft.,Fully Furnished,Parking,"Cooking Allowed, Air-Cond, Washing Machine",,Penang,Bukit Mertajam,2025-01-02 00:45,109622839,,
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,818 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Gymnasium, Sauna, Club house, Tennis Court, Lift, Barbeque area, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJU 10/1A, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-01-02 00:45,109622835,3.198394,101.5970175
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,952 sq.ft.,Not Furnished,"Parking, Multipurpose hall, Swimming Pool, Security, Gymnasium, Lift, Minimart, Playground",,"Jalan Bayuemas, Port Klang, Selangor",Selangor,Port Klang,2025-01-02 00:45,108606052,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Playground, Multipurpose hall, Lift, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Thamby Abdullah 1, Off Jalan Tun Sambanthan 1, Brickfields, Kuala Lumpur",Kuala Lumpur,Brickfields,2025-01-02 00:44,108947240,,
"RM 1,650 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Playground, Barbeque area, Security, Minimart, Parking",,"Jalan Titiwangsa Utama, Taman Tampoi Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 00:42,109229030,1.5077987432323092,103.68548955840619
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1005 sq.ft.,Partially Furnished,"Parking, Lift, Playground, Swimming Pool, Tennis Court, Gymnasium, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Pantai Murni 1, Bukit Kerinchi, Bangsar South, Kuala Lumpur",Kuala Lumpur,Bangsar South,2025-01-02 00:42,109602805,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Barbeque area, Sauna, Gymnasium, Security, Lift, Multipurpose hall, Tennis Court","Cooking Allowed, Air-Cond, Washing Machine","Jalan Seladang, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-02 00:42,109622862,5.3290216,100.4824744
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,4,2,1040 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Lift, Sauna, Club house, Barbeque area, Security, Gymnasium, Parking, Playground","Cooking Allowed, Air-Cond, Washing Machine","Jalan Laguna 1, Off Jalan Baru, Seberang Perai, Penang",Penang,Seberang Perai,2025-01-02 00:36,109426118,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1272 sq.ft.,Partially Furnished,"Barbeque area, Security, Multipurpose hall, Sauna, Club house, Parking, Gymnasium, Playground, Swimming Pool","Washing Machine, Cooking Allowed","Jalan Perda Selatan, Bandar Baru Perda, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-02 00:36,109393262,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Parking, Security, Sauna, Barbeque area, Gymnasium, Lift, Playground, Swimming Pool, Jogging Track, Multipurpose hall","Cooking Allowed, Air-Cond, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-02 00:36,109315819,5.250077388923995,100.4368926407522
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,4,2,1313 sq.ft.,Partially Furnished,"Minimart, Security, Gymnasium, Swimming Pool, Squash Court, Parking, Playground",,"Jalan Taman Melati 1, Taman Melati Utama, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 00:34,109613078,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,3,2,1052 sq.ft.,Not Furnished,,,,Selangor,Gombak,2025-01-02 00:34,109596879,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,904 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Playground, Multipurpose hall, Security, Barbeque area",,"Jalan 1C/149, Taman Castlefield, Sungai Besi, Kuala Lumpur",Kuala Lumpur,Sungai Besi,2025-01-02 00:34,109596875,3.0681211,101.7050581
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,2,1,800 sq.ft.,Fully Furnished,"Security, Squash Court, Multipurpose hall, Parking, Lift, Playground, Swimming Pool, Gymnasium, Sauna",,"Jalan 3/149e, Taman Sri Endah, Sri Petaling, Kuala Lumpur",Kuala Lumpur,Sri Petaling,2025-01-02 00:34,109566650,3.063932,101.6974558
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,2,2,890 sq.ft.,Partially Furnished,"Security, Parking",,"Jalan Datuk Jamil Rais, Jalan 14/20, Seksyen 14, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 00:34,109541482,,
"RM 1,350 per month","House, For rent",Semi-Detached House,3,2,1800 sq.ft.,Partially Furnished,,,,Selangor,Klang,2025-01-02 00:34,109467307,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Partially Furnished,"Sauna, Lift, Barbeque area, Playground, Swimming Pool, Squash Court, Parking, Security, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan 3/149e, Taman Sri Endah, Sri Petaling, Kuala Lumpur",Kuala Lumpur,Sri Petaling,2025-01-02 00:33,107803660,3.063932,101.6974558
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Playground, Sauna, Jogging Track, Lift, Barbeque area, Club house, Security, Swimming Pool, Gymnasium, Parking",,"Persiaran Setia Damai, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-02 00:32,108634327,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1140 sq.ft.,Fully Furnished,"Security, Swimming Pool, Lift, Sauna, Gymnasium, Barbeque area, Multipurpose hall, Club house, Parking, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Lorong Lembah Indah 1, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-01-02 00:32,109466096,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,411 sq.ft.,Fully Furnished,"Security, Minimart, Swimming Pool, Gymnasium, Playground, Barbeque area, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","No.1, Lorong Ceylon, Bukit Ceylon, KLCC, Kuala Lumpur",Kuala Lumpur,KLCC,2025-01-02 00:30,109622790,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Gymnasium, Swimming Pool, Parking, Security, Barbeque area, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJU 8/8A, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-01-02 00:30,109622789,3.1663774798595226,101.61278514681526
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1078 sq.ft.,Not Furnished,"Swimming Pool, Multipurpose hall, Parking, Minimart, Playground, Barbeque area, Security, Sauna",,"Jalan Aman, Taman Skudai Baru, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 00:30,109622787,1.5033100048384866,103.64325595208462
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,720 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Gymnasium, Sauna, Club house, Tennis Court, Lift, Barbeque area, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan PJU 10/1A, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-01-02 00:29,109622822,3.198394,101.5970175
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,600 sq.ft.,Fully Furnished,"Security, Playground, Barbeque area, Parking, Multipurpose hall, Swimming Pool",,"Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor",Selangor,I-City,2025-01-02 00:26,109586698,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Security, Barbeque area, Playground, Swimming Pool, Lift, Multipurpose hall, Parking",,"Jalan Astaka 1/KU2, Bandar Bukit Raja, Selangor",Selangor,Bandar Bukit Raja,2025-01-02 00:26,109498959,,
RM 690 per month,"Apartment / Condominium, For rent",Apartment,3,2,774 sq.ft.,Partially Furnished,Minimart,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan SP 5/5, Taman Serdang Perdana, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-02 00:26,109480055,3.0397876,101.7069753
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Playground, Parking, Security, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Seri Sentosa 9, Taman Seri Sentosa, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-01-02 00:25,109272606,,
"RM 2,900 per month","Apartment / Condominium, For rent",Service Residence,4,3,1486 sq.ft.,Fully Furnished,"Barbeque area, Gymnasium, Security, Swimming Pool, Sauna, Playground, Squash Court, Tennis Court, Parking","Air-Cond, Cooking Allowed, Washing Machine","Jalan Mutiara 7, Taman Perindustrian Plentong, Masai, Johor",Johor,Masai,2025-01-02 00:22,109425075,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Minimart, Barbeque area, Playground, Parking, Tennis Court, Security, Swimming Pool, Gymnasium, Jogging Track, Lift","Air-Cond, Washing Machine, Cooking Allowed","Jalan PJU 8/1, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-01-02 00:22,109622800,3.16728585,101.606709
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,1,1,518 sq.ft.,Fully Furnished,"Swimming Pool, Squash Court, Sauna, Minimart, Playground, Jogging Track, Gymnasium, Tennis Court, Lift, Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Landmark Residence, Off Jalan Sungai Long, Bandar Sungai Long, Selangor",Selangor,Bandar Sungai Long,2025-01-02 00:19,109480222,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1290 sq.ft.,Fully Furnished,"Lift, Parking, Swimming Pool, Gymnasium, Sauna, Security, Tennis Court, Multipurpose hall, Barbeque area, Playground","Cooking Allowed, Air-Cond, Washing Machine","Jalan Seladang, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-02 00:16,108818129,5.3290216,100.4824744
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,400 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Playground, Gymnasium, Jogging Track, Club house, Lift, Minimart, Barbeque area, Multipurpose hall, Tennis Court","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT","Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 00:10,107819033,1.4456292721710593,103.93859408054762
"RM 1,000 per month","House, For rent",Semi-Detached House,3,2,2800 sq.ft.,Partially Furnished,,,,Kedah,Sungai Petani,2025-01-02 00:09,109049017,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,729 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed",,Penang,Batu Kawan,2025-01-02 00:09,109444379,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,"Security, Parking","Air-Cond, Cooking Allowed",,Selangor,Semenyih,2025-01-02 00:08,108641608,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1030 sq.ft.,Fully Furnished,"Barbeque area, Parking, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Security, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-02 00:07,109491299,5.23660974338571,100.4332651109698
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,2160 sq.ft.,Partially Furnished,"Security, Parking, Playground, Swimming Pool, Multipurpose hall, Club house, Jogging Track, Barbeque area, Sauna, Gymnasium","Air-Cond, Cooking Allowed",,Penang,Simpang Ampat,2025-01-02 00:06,109622758,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1099 sq.ft.,Fully Furnished,"Playground, Gymnasium, Barbeque area, Sauna, Club house, Security, Multipurpose hall, Swimming Pool, Jogging Track, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kempas Utama 2/6, Taman Kempas Utama, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 00:05,109622716,1.54860425,103.7060616
"RM 12,000 per month","House, For rent",Bungalow House,5,5,13000 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",,Johor,Pasir Gudang,2025-01-02 00:04,48196802,,
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Playground, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Lorong  PJU 7/15b, Mutiara Damansara, Selangor",Selangor,Mutiara Damansara,2025-01-01 23:59,108183226,3.1615600882068566,101.60369865519631
