monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 1,750 per month","House, For rent",1-storey Terraced House,3,1,1430 sq.ft.,Not Furnished,,"Cooking Allowed, Near KTM/LRT",,Kuala Lumpur,Kepong,2025-01-02 08:42,109508713,,
"RM 4,000 per month","Apartment / Condominium, For rent",Condominium,4,3,1700 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Tennis Court, Gymnasium, Multipurpose hall, Parking, Security, Lift",,"Off Jalan Pantai Sinaran, Gelugor, Penang",Penang,Gelugor,2025-01-02 08:40,108983505,,
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Multipurpose hall, Security, Squash Court, Jogging Track, Parking, Gymnasium, Lift, Playground","Washing Machine, Air-Cond","Jalan Sungai Tiram 8, Off Jalan Tun Dr Awang, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-02 08:40,109117619,,
"RM 5,000 per month","Apartment / Condominium, For rent",Condominium,2,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Gymnasium, Lift, Security, Playground, Sauna","Washing Machine, Air-Cond, Cooking Allowed","Persiaran Bayan Indah 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-02 08:40,108980367,5.3374074,100.3099021
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium, Tennis Court, Sauna, Lift, Barbeque area, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Tun Ismail, Chow Kit, KL City, Kuala Lumpur",Kuala Lumpur,KL City,2025-01-02 08:40,109204069,,
"RM 1,200 per month","House, For rent",1-storey Terraced House,3,2,1600 sq.ft.,Fully Furnished,"Parking, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Johor,Batu Pahat,2025-01-02 08:39,109004934,,
RM 650 per month,"Apartment / Condominium, For rent",Condominium,5,2,1244 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan PJS 10/11E, PJS 10, Bandar Sunway, Selangor",Selangor,Bandar Sunway,2025-01-02 08:38,109622131,3.0808232505577213,101.6064519156781
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1104 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Lift, Security, Playground, Barbeque area, Parking","Air-Cond, Cooking Allowed, Internet","Jalan Sungai Dua, Gelugor, Penang",Penang,Gelugor,2025-01-02 08:38,109438754,5.35419310932927,100.30451040222003
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,2,2,961 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium, Parking, Lift, Club house, Jogging Track","Air-Cond, Cooking Allowed","Lorong Bunga Matahari 1, Taman Fantasi, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:38,108955815,5.976890282030553,116.08401996712102
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,904 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Sauna, Playground, Minimart, Security, Parking, Swimming Pool",Cooking Allowed,"Jalan Titiwangsa 1, Taman Tampoi Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 08:38,109368577,1.5088084027114197,103.68613894750578
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Playground, Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bayan Mutiara 3, Gelugor, Penang",Penang,Gelugor,2025-01-02 08:38,109574099,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Squash Court, Lift, Parking, Gymnasium, Security, Tennis Court, Barbeque area, Playground","Air-Cond, Cooking Allowed","Lorong Pekaka 1, Taman Pekaka, Gelugor, Penang",Penang,Gelugor,2025-01-02 08:38,109477235,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Barbeque area, Parking, Security, Playground, Gymnasium, Lift",,"Lilitan Sungai Ara, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-02 08:38,109573670,5.323983659702522,100.27292281116614
"RM 3,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1338 sq.ft.,Fully Furnished,"Parking, Gymnasium, Sauna, Security, Lift, Playground, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Lorong Kelapa 1, Kampung Seronok, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:38,109312569,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,1,650 sq.ft.,Partially Furnished,Parking,,"Jalan Bakawali 2, Bandar Baru Bukit Sentosa, Bukit Beruntung, Selangor",Selangor,Bukit Beruntung,2025-01-02 08:33,109192236,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Playground, Security, Lift",,"Lorong Taman Sri Perkasa 3, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 08:30,109623487,1.566428622423552,110.29769608767505
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,2,2,801 sq.ft.,Fully Furnished,"Swimming Pool, Security, Parking, Barbeque area, Jogging Track, Gymnasium, Multipurpose hall, Lift",,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-01-02 08:29,108955513,,
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,3,1900 sq.ft.,Partially Furnished,,,,Kedah,Sungai Petani,2025-01-02 08:29,107338899,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,771 sq.ft.,Fully Furnished,"Lift, Parking, Playground, Swimming Pool, Security, Minimart, Jogging Track","Cooking Allowed, Washing Machine","Jalan PJS8/9, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 08:28,109300385,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1615 sq.ft.,Fully Furnished,"Sauna, Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Lor Batu Kawa 1C3, Sunny Hill Garden, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 08:24,109623628,,
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,2,2,825 sq.ft.,Fully Furnished,"Parking, Lift, Security, Gymnasium, Swimming Pool, Playground",Air-Cond,"Off Jalan Datuk Bandar Mustapha, Richmond Hill, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 08:22,107255592,,
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,2,2,815 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Parking, Gymnasium, Playground, Security","Air-Cond, Cooking Allowed","Off Jalan Datuk Bandar Mustapha, Richmond Hill, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 08:21,108086330,,
RM 800 per month,"House, For rent",1-storey Terraced House,3,2,900 sq.ft.,Not Furnished,,,,Selangor,Kuala Langat,2025-01-02 08:21,109623580,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1004 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Jalan Wan Alwi, Tabuan Jaya, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 08:20,108237861,,
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,4,3,1400 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Sauna, Security, Jogging Track, Lift, Gymnasium, Playground, Parking, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan SS 8 /2, Sungei Way, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 08:16,109623470,3.087647506816042,101.60797054906126
RM 600 per month,"House, For rent",Semi-Detached House,3,2,800 sq.ft.,Not Furnished,"Playground, Multipurpose hall, Club house, Swimming Pool, Parking, Jogging Track",,,Perak,Sitiawan,2025-01-02 08:15,109623463,,
RM 180 per month,"House, For rent",2-storey Terraced House,1,1,1500 sq.ft.,Not Furnished,"Parking, Playground",Near KTM/LRT,,Selangor,Salak Tinggi,2025-01-02 08:15,109623462,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Parking, Gymnasium, Barbeque area, Multipurpose hall, Playground, Lift, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Wangsa Melawati 1, Taman Wangsa Melawati, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-02 08:15,109623458,3.2029987854776523,101.74602831456359
RM 500 per month,"Apartment / Condominium, For rent",Flat,1,1,460 sq.ft.,Partially Furnished,,,"Lintang Kampung Melayu, Off Jalan Pisang Tanduk, Ayer Itam, Penang",Penang,Ayer Itam,2025-01-02 08:15,109623457,,
"RM 1,000 per month","House, For rent",Terraced House,3,2,1000 sq.ft.,Fully Furnished,Parking,"Cooking Allowed, Washing Machine",,Terengganu,Kuala Nerus,2025-01-02 08:14,109623451,,
"RM 1,800 per month","House, For rent",Semi-Detached House,6,3,1500 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,Sarawak,Kuching,2025-01-02 08:14,109623443,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Playground, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Haji Moktar, Kampung Pasir, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-01-02 08:14,109623441,,
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,1,626 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor",Selangor,I-City,2025-01-02 08:14,83455071,,
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Gymnasium, Security, Parking, Playground, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Wawasan 4/12, Puchong, Selangor",Selangor,Puchong,2025-01-02 08:14,109562389,3.0335017666985213,101.62789987577345
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor",Selangor,I-City,2025-01-02 08:14,109330894,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Multimedia, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:13,109270973,3.064566002894011,101.48383924536768
RM 700 per month,"House, For rent",2-storey Terraced House,3,2,1000 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart",,,Terengganu,Marang,2025-01-02 08:13,109623423,,
"RM 1,600 per month","House, For rent",1.5-storey Terraced House,5,5,1800 sq.ft.,Fully Furnished,,,,Selangor,Rawang,2025-01-02 08:13,109499727,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,780 sq.ft.,Partially Furnished,,,,Selangor,Bukit Beruntung,2025-01-02 08:13,104012415,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Minimart, Security, Playground, Swimming Pool, Multipurpose hall, Tennis Court","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond","Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:13,109623422,3.060072268744773,101.55675149018985
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,935 sq.ft.,Partially Furnished,"Parking, Playground, Security, Multipurpose hall, Lift, Minimart",,"Off Persiaran Bestari, Alam Damai, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-02 08:13,109623420,,
RM 850 per month,"House, For rent",Terraced House,3,2,900 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT",,Perak,Bagan Serai,2025-01-02 08:13,109623417,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,2,2,780 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground",Near KTM/LRT,"No. 88 Jalan Perimbun 27/11, Seksyen 27, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:12,109623410,3.0276922698589344,101.56800163371959
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1200 sq.ft.,Not Furnished,"Security, Parking, Playground, Barbeque area",,,Johor,Pasir Gudang,2025-01-02 08:12,109623398,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Parking, Lift, Security, Playground",,"Jalan Ekoflora 6, Taman Ekoflora, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 08:11,109623378,1.600798857721189,103.75717526424259
RM 650 per month,"House, For rent",Bungalow House,2,1,50 sq.ft.,Not Furnished,,"Air-Cond, Cooking Allowed",,Terengganu,Kuala Terengganu,2025-01-02 08:11,109623376,,
RM 550 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Jogging Track, Swimming Pool, Playground, Security, Parking, Lift, Minimart",Cooking Allowed,"Off Jalan Teluk Muruh, Bukit Permata, Lumut, Perak",Perak,Lumut,2025-01-02 08:11,109623374,,
RM 850 per month,"Apartment / Condominium, For rent",Flat,3,2,800 sq.ft.,Not Furnished,"Lift, Swimming Pool, Parking",,"Jalan 3 /50c, Taman P Ramlee, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 08:10,109623360,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,4,2,1260 sq.ft.,Not Furnished,"Barbeque area, Security, Playground, Parking, Swimming Pool, Jogging Track",,"Jalan 1/17, Taman Fadason, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-02 08:10,109623357,3.206677095043283,101.65778567539556
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,853 sq.ft.,Fully Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Gymnasium",,,Selangor,Shah Alam,2025-01-02 08:10,109623187,,
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1590 sq.ft.,Fully Furnished,"Sauna, Playground, Gymnasium, Swimming Pool, Parking, Security, Minimart, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Putramas 2, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur",Kuala Lumpur,Jalan Kuching,2025-01-02 08:09,109623353,,
RM 750 per month,"House, For rent",Terraced House,4,2,22 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed",,Perak,Sitiawan,2025-01-02 08:09,109623350,,
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Fully Furnished,"Parking, Lift, Security","Air-Cond, Cooking Allowed, Washing Machine","Halaman Zoo 1, Off Jalan Ru, Ayer Itam, Penang",Penang,Ayer Itam,2025-01-02 08:09,109439933,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,862 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Gerbang Bukit Kecil 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-02 08:09,109382634,5.3319411533847845,100.29795019766486
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,3,1620 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Tennis Court, Playground, Gymnasium, Minimart","Cooking Allowed, Near KTM/LRT, Internet",,Negeri Sembilan,Labu,2025-01-02 08:09,109623348,,
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,832 sq.ft.,Not Furnished,"Security, Gymnasium, Playground, Multipurpose hall, Sauna, Swimming Pool, Lift, Parking, Minimart, Barbeque area, Club house","Air-Cond, Cooking Allowed","Jalan Bersatu, Damai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:09,107660075,5.96684616568953,116.09667462063587
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Cooking Allowed,"Jalan Titiwangsa Utama, Taman Tampoi Indah, Tampoi, Johor",Johor,Tampoi,2025-01-02 08:08,109623343,1.510256235946804,103.68285657162917
RM 800 per month,"Apartment / Condominium, For rent",Flat,2,2,600 sq.ft.,Partially Furnished,"Parking, Playground","Cooking Allowed, Washing Machine","Solok Tenggiri, Seberang Jaya, Penang",Penang,Seberang Jaya,2025-01-02 08:08,109623342,5.399319733172552,100.40377748051986
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground",,,Johor,Skudai,2025-01-02 08:08,109623336,,
RM 800 per month,"House, For rent",1-storey Terraced House,3,2,1700 sq.ft.,Partially Furnished,"Parking, Jogging Track, Playground, Minimart","Air-Cond, Cooking Allowed",,Melaka,Melaka Tengah,2025-01-02 08:08,109623334,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,2,2,975 sq.ft.,Partially Furnished,"Sauna, Playground, Gymnasium, Swimming Pool, Parking, Security, Minimart, Tennis Court","Air-Cond, Cooking Allowed","Jalan Putramas 2, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur",Kuala Lumpur,Jalan Kuching,2025-01-02 08:08,109623333,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,1,650 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Minimart","Cooking Allowed, Near KTM/LRT","Jalan PJS 2B/1, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 08:08,109623332,3.073102350781656,101.63241830883483
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground",Cooking Allowed,"Persiaran Subang Mewah, USJ 1, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-01-02 08:07,109623302,3.049160087880652,101.60170030627994
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,927 sq.ft.,Partially Furnished,"Security, Swimming Pool, Barbeque area, Playground, Parking, Lift, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Signal Hill Park, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:07,109623296,5.99625309841183,116.0897828960596
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,2,1,455 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed","Persiaran Metafasa, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:07,109623292,3.1662185139436074,101.51393631050794
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Partially Furnished,"Multipurpose hall, Swimming Pool, Club house, Parking, Security, Playground, Lift, Gymnasium, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed","Tuai Residence Show Gallery, Lot 98513, Persiaran Setia Damai, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:06,109623287,,
RM 600 per month,"House, For rent",2-storey Terraced House,2,1,900 sq.ft.,Not Furnished,Parking,,,Johor,Batu Pahat,2025-01-02 08:06,109623279,,
RM 650 per month,"House, For rent",Terraced House,2,2,1000 sq.ft.,Not Furnished,Parking,,,Negeri Sembilan,Kuala Pilah,2025-01-02 08:06,109623260,,
"RM 1,600 per month","House, For rent",Townhouse,3,2,1191 sq.ft.,Partially Furnished,"Parking, Security, Playground, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Puncak Alam,2025-01-02 08:05,109623256,,
"RM 1,150 per month","House, For rent",1-storey Terraced House,2,2,1200 sq.ft.,Partially Furnished,"Parking, Playground","Air-Cond, Cooking Allowed",,Selangor,Putra Heights,2025-01-02 08:05,109623255,,
RM 650 per month,"Apartment / Condominium, For rent",Flat,2,1,460 sq.ft.,Not Furnished,Parking,,,Penang,Batu Maung,2025-01-02 08:05,109623251,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Minimart","Cooking Allowed, Washing Machine","Lorong Prestij 1, Kampung Bagan Air Hitam, Balik Pulau, Penang",Penang,Balik Pulau,2025-01-02 08:05,109623249,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1615 sq.ft.,Fully Furnished,"Sauna, Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Jogging Track",,"Lor Batu Kawa 1C3, Sunny Hill Garden, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 08:05,109623248,,
RM 600 per month,"Apartment / Condominium, For rent",Service Residence,1,1,220 sq.ft.,Partially Furnished,"Jogging Track, Parking, Security, Playground, Minimart, Gymnasium",Air-Cond,"Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:05,57559339,,
RM 700 per month,"Apartment / Condominium, For rent",Service Residence,1,1,200 sq.ft.,Partially Furnished,"Parking, Playground, Security, Minimart, Jogging Track, Gymnasium, Swimming Pool, Lift, Barbeque area, Sauna, Multipurpose hall, Club house, Squash Court",Air-Cond,"Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:05,108275429,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,1325 sq.ft.,Fully Furnished,"Playground, Lift, Gymnasium, Parking, Security, Swimming Pool, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan Istiadat, Kampung Likas, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:05,109623179,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Minimart, Parking, Security, Playground",,"Persiaran Meranti, Bandar Sri Damansara, Bandar Sri Damansara, Selangor",Selangor,Bandar Sri Damansara,2025-01-02 08:05,109623178,3.1825885187785077,101.61117306187955
"RM 1,150 per month","Apartment / Condominium, For rent",Condominium,3,2,1016 sq.ft.,Partially Furnished,"Barbeque area, Parking, Security, Playground, Lift, Swimming Pool, Gymnasium","Air-Cond, Near KTM/LRT, Washing Machine","Jalan Medan Putra 6, Plaza Medan Putra, Bandar Menjalara, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-02 08:05,104174857,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,820 sq.ft.,Partially Furnished,Minimart,Cooking Allowed,"Jalan Setia Balakong 3/2, Taman Setia Balakong,, Balakong, Selangor",Selangor,Balakong,2025-01-02 08:04,109623242,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Not Furnished,"Security, Parking",,,Johor,Kota Tinggi,2025-01-02 08:03,109623232,,
"RM 1,200 per month","House, For rent",1-storey Terraced House,4,2,1400 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground, Barbeque area, Minimart","Cooking Allowed, Near KTM/LRT",,Selangor,Salak Tinggi,2025-01-02 08:03,109623231,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,720 sq.ft.,Partially Furnished,"Parking, Security, Lift",Cooking Allowed,"Lorong Telok Air Tawar 6 Off Jalan Padang Benggali, Perai, Penang",Penang,Perai,2025-01-02 08:03,109623229,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,2,1,650 sq.ft.,Not Furnished,,,"Jalan 14/56, Setiawangsa, Kuala Lumpur",Kuala Lumpur,Setiawangsa,2025-01-02 08:03,109623226,3.1869510131535566,101.75501548647449
"RM 4,500 per month","Apartment / Condominium, For rent",Condominium,5,4,2400 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet","Persiaran Mewah, USJ 1, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-01-02 08:02,109623223,3.049134213653878,101.60180461245695
,,,,,,,,,,,,,109623220,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,680 sq.ft.,Not Furnished,"Parking, Minimart",Cooking Allowed,"Bulatan Putra Perdana, Puchong, Selangor",Selangor,Puchong,2025-01-02 08:02,109623217,,
RM 600 per month,"House, For rent",Others,2,1,600 sq.ft.,Not Furnished,Parking,,,Selangor,Batu Caves,2025-01-02 08:02,109623216,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed","Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-02 08:02,109623215,3.13436235,101.47200435
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,1,450 sq.ft.,Fully Furnished,"Parking, Security, Squash Court, Lift, Swimming Pool, Gymnasium, Sauna, Minimart, Multipurpose hall","Air-Cond, Washing Machine, Internet","Jalan Boling Padang 13/62, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 08:02,109623212,3.0751843823612655,101.55101583371984
"RM 1,000 per month","House, For rent",Others,2,1,600 sq.ft.,Fully Furnished,,"Washing Machine, Cooking Allowed",,Johor,Johor Bahru,2025-01-02 08:01,109623210,,
"RM 1,500 per month","House, For rent",Terraced House,4,2,1647 sq.ft.,Not Furnished,"Parking, Playground",Air-Cond,,Melaka,Bukit Rambai,2025-01-02 08:01,109623208,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,850 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Parking, Playground, Swimming Pool, Lift, Barbeque area, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 08:01,109455795,,
"RM 1,450 per month","House, For rent",Townhouse,3,2,1650 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Playground","Air-Cond, Cooking Allowed",,Selangor,Cyberjaya,2025-01-02 08:01,109623203,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Minimart, Playground","Air-Cond, Cooking Allowed",,Perak,Teluk Intan,2025-01-02 08:01,109623201,,
