monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,750 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Tennis Court, Swimming Pool",,Melaka,Melaka Tengah,2025-01-26 16:05,106782347,,,"Off Jalan Syed Abdul Aziz, Melaka Tengah, Melaka"
"RM 1,600 per month","House, For rent",Semi-Detached House,4,3,2190 sq.ft.,Not Furnished,,,Penang,Simpang Ampat,2025-01-26 16:05,109143152,,,
"RM 1,299 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,1200 sq.ft.,Partially Furnished,"Security, Playground, Club house, Parking, Barbeque area, Gymnasium",Cooking Allowed,Selangor,Selayang,2025-01-26 16:05,109933343,3.27317965,101.64860416057549,"Taman Amansiara, Selayang, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security, Lift",,Selangor,Rawang,2025-01-26 16:05,109933342,,,
"RM 1,299 per month","House, For rent",Townhouse,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track, Gymnasium, Club house, Multipurpose hall, Minimart",Cooking Allowed,Selangor,Selayang,2025-01-26 16:05,109933341,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Partially Furnished,"Lift, Security, Playground, Multipurpose hall, Parking, Minimart","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Kepong,2025-01-26 16:04,109933334,,,"Off Jalan Lingkaran Tengah 2, Pekan Kepong, Kepong, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Barbeque area, Multipurpose hall, Swimming Pool, Lift, Jogging Track",,Penang,Simpang Ampat,2025-01-26 16:03,109768592,,,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,901 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Swimming Pool, Lift, Parking, Security, Gymnasium, Jogging Track",,Penang,Simpang Ampat,2025-01-26 16:03,108190146,,,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,2,2,801 sq.ft.,Fully Furnished,"Jogging Track, Security, Gymnasium, Parking, Barbeque area, Multipurpose hall, Swimming Pool, Lift",,Penang,Simpang Ampat,2025-01-26 16:03,109211750,,,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,,,Selangor,Telok Panglima Garang,2025-01-26 16:03,109933326,,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1000 sq.ft.,Not Furnished,Parking,Cooking Allowed,Johor,Kota Tinggi,2025-01-26 16:03,109933325,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1088 sq.ft.,Partially Furnished,"Multipurpose hall, Playground, Security, Parking, Lift","Cooking Allowed, Air-Cond",Sabah,Sandakan,2025-01-26 16:03,109933323,,,"Off Jalan Buli Sim Sim, Sandakan, Sabah"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,811 sq.ft.,Partially Furnished,"Barbeque area, Club house, Security, Gymnasium, Tennis Court, Parking, Swimming Pool, Sauna, Lift, Playground",Cooking Allowed,Selangor,Damansara Damai,2025-01-26 16:02,109933315,3.198481974483747,101.59727340799829,"Jalan PJU 10/1A, Damansara Damai, Selangor"
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Playground, Gymnasium, Security, Minimart, Lift, Parking","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,2025-01-26 16:02,109911906,,,"Jalan Tasik Permaisuri 3, Bandar Tasik Permaisuri, Cheras, Kuala Lumpur"
RM 450 per month,"House, For rent",Townhouse,3,2,800 sq.ft.,Partially Furnished,Parking,,Melaka,Tanjong Minyak,2025-01-26 16:01,109933303,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Lift, Security, Club house, Gymnasium, Jogging Track, Barbeque area, Parking, Playground, Swimming Pool","Air-Cond, Cooking Allowed",Selangor,Puncak Alam,2025-01-26 16:01,109933300,,,"Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor"
RM 800 per month,"House, For rent",2-storey Terraced House,2,2,780 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed",Johor,Kluang,2025-01-26 15:59,109933290,,,
"RM 1,200 per month","House, For rent",1-storey Terraced House,4,2,1000 sq.ft.,Not Furnished,,,Selangor,Bandar Saujana Putra,2025-01-26 15:59,109914307,,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,2,2,800 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Swimming Pool, Multipurpose hall, Security, Playground, Barbeque area",,Johor,Johor Bahru,2025-01-26 15:59,109491956,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor"
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,1008 sq.ft.,Partially Furnished,"Minimart, Parking, Playground, Lift, Security","Air-Cond, Cooking Allowed",Selangor,Kajang,2025-01-26 15:59,109891612,2.974661811754674,101.7831331188504,"Jalan Sepakat Indah 3, Taman Sepakat Indah, Kajang, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,1,700 sq.ft.,Fully Furnished,"Security, Tennis Court, Swimming Pool, Playground, Gymnasium, Lift, Multipurpose hall, Parking, Barbeque area",,Johor,Johor Bahru,2025-01-26 15:59,109491928,1.467763139109315,103.7250491807238,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
RM 350 per month,"Apartment / Condominium, For rent",Condominium,4,2,20 sq.ft.,Fully Furnished,"Security, Gymnasium, Lift, Barbeque area, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor,Shah Alam,2025-01-26 15:58,109933280,3.0751843823612655,101.55101583371984,"Jalan Boling Padang 13/62, Seksyen 13, Shah Alam, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Parking, Lift, Security, Playground",Cooking Allowed,Selangor,Shah Alam,2025-01-26 15:58,109933279,,,"Jalan Casuarina U17/56, Emina Green, Shah Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track, Swimming Pool, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Old Klang Road,2025-01-26 15:55,107278624,3.09346915,101.67657204176042,"Jalan Klang Lama, Old Klang Road, Kuala Lumpur"
"RM 1,650 per month","Apartment / Condominium, For rent",Apartment,1,1,673 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Playground, Gymnasium, Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-26 15:55,109933096,,,"Jalan Tabuan Dayak, Off Jalan Song, Kuching, Sarawak"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Parking, Playground, Lift, Minimart",Cooking Allowed,Putrajaya,Putrajaya,2025-01-26 15:52,109918773,2.9424309038366228,101.67514600806574,"Jalan P9b, Presint 9, Putrajaya, Putrajaya"
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1360 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Club house, Swimming Pool, Playground, Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-26 15:50,109933079,1.5307581325796362,110.3572191747478,"Jalan Ong Tiang Swee, Kuching, Sarawak"
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,2,1,818 sq.ft.,Fully Furnished,"Playground, Lift, Parking, Security, Multipurpose hall, Swimming Pool, Barbeque area, Gymnasium","Washing Machine, Air-Cond",Johor,Johor Bahru,2025-01-26 15:50,109933094,,,"Off Lebuh Skudai, Johor Bahru, Johor"
"RM 1,200 per month","Apartment / Condominium, For rent",Others,9,9,4000 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Internet, Washing Machine",Penang,Georgetown,2025-01-26 15:50,109933089,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Security, Parking, Barbeque area, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cyberjaya,2025-01-26 15:50,109933086,,,"Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Security, Playground, Jogging Track, Multipurpose hall, Parking, Swimming Pool, Lift, Barbeque area, Gymnasium",,Penang,Sungai Ara,2025-01-26 15:48,109933189,5.324706243120469,100.26045410389942,"Jalan Sungai Ara 10, Sungai Ara, Penang"
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Not Furnished,"Parking, Lift, Multipurpose hall, Playground, Security, Swimming Pool, Barbeque area, Gymnasium",Cooking Allowed,Penang,Bayan Lepas,2025-01-26 15:47,109823389,,,"Lorong Sungai Tiram 6, Kampung Bukit Ayun, Bayan Lepas, Penang"
"RM 1,200 per month","House, For rent",Terraced House,3,2,1400 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart","Air-Cond, Cooking Allowed",Kedah,Kulim,2025-01-26 15:47,109795964,,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,4,2500 sq.ft.,Fully Furnished,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track",Cooking Allowed,Selangor,Dengkil,2025-01-26 15:45,109933073,,,
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,678 sq.ft.,Fully Furnished,"Security, Gymnasium, Jogging Track, Lift, Swimming Pool, Parking, Playground, Barbeque area, Multipurpose hall",,Kuala Lumpur,Cheras,2025-01-26 15:45,109933075,,,"Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur"
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Parking, Security, Minimart, Jogging Track, Swimming Pool, Playground","Cooking Allowed, Near KTM/LRT",Selangor,Damansara Damai,2025-01-26 15:43,109695679,3.19150335,101.59832895,"Jalan 10/1C, Damansara Damai, Selangor"
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,2,2,820 sq.ft.,Fully Furnished,"Playground, Lift, Parking, Security, Multipurpose hall, Swimming Pool, Barbeque area, Gymnasium","Air-Cond, Washing Machine",Johor,Johor Bahru,2025-01-26 15:42,109933121,,,"Off Lebuh Skudai, Johor Bahru, Johor"
"RM 1,350 per month","House, For rent",2-storey Terraced House,4,3,2250 sq.ft.,Partially Furnished,,,Negeri Sembilan,Bandar Sri Sendayan,2025-01-26 15:41,109724659,,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1068 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Puchong,2025-01-26 15:41,109933102,,,"Taman Puchong Prima, Puchong, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Not Furnished,"Lift, Parking, Playground, Security, Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Jogging Track",Cooking Allowed,Penang,Bayan Lepas,2025-01-26 15:40,109823436,,,"Lorong Sungai Tiram 6, Kampung Bukit Ayun, Bayan Lepas, Penang"
RM 700 per month,"Apartment / Condominium, For rent",Condominium,3,2,728 sq.ft.,Not Furnished,"Lift, Playground, Parking, Barbeque area, Minimart","Cooking Allowed, Near KTM/LRT, Internet",Negeri Sembilan,Nilai,2025-01-26 15:40,87401951,,,"Jalan Desa Palma, Bandar Baru Nilai, Nilai, Negeri Sembilan"
"RM 1,400 per month","House, For rent",1-storey Terraced House,4,2,1500 sq.ft.,Not Furnished,,,Selangor,Klang,2025-01-26 15:33,109847830,,,
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1280 sq.ft.,Fully Furnished,"Security, Gymnasium, Jogging Track, Sauna, Minimart, Swimming Pool, Lift, Multipurpose hall, Parking, Playground, Barbeque area",Cooking Allowed,Kuala Lumpur,Setapak,2025-01-26 15:30,109933010,,,"Jalan Taman Ibu Kota, Setapak Sentral, Setapak, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Security, Lift",,Penang,Sungai Nibong,2025-01-26 15:30,109932999,,,"Tingkat Bukit Kecil, Off Jalan Sultan Azlan Shah, Sungai Nibong, Penang"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,4,2,1366 sq.ft.,Partially Furnished,"Gymnasium, Parking, Swimming Pool, Jogging Track, Barbeque area, Security, Minimart, Playground",,Selangor,Bandar Sungai Long,2025-01-26 15:30,109933012,,,"Jalan Sungai Long 4/8, Bandar Baru Sungai Long, Bandar Sungai Long, Selangor"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,2,2,550 sq.ft.,Partially Furnished,"Parking, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",Penang,Ayer Itam,2025-01-26 15:28,109933062,,,"Solok Semarak Api, Bandar Baru Farlim, Ayer Itam, Penang"
"RM 1,700 per month","House, For rent",Townhouse,4,4,2175 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed",Selangor,Dengkil,2025-01-26 15:28,109862166,,,
"RM 1,500 per month","House, For rent",Semi-Detached House,3,2,1300 sq.ft.,Not Furnished,,,Selangor,Dengkil,2025-01-26 15:27,109933059,,,
"RM 1,900 per month","House, For rent",2-storey Terraced House,4,3,1491 sq.ft.,Partially Furnished,"Security, Playground, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Selangor,Cyberjaya,2025-01-26 15:27,109866276,,,
"RM 2,100 per month","House, For rent",1-storey Terraced House,3,2,1300 sq.ft.,Not Furnished,,,Penang,Bayan Baru,2025-01-26 15:26,109411185,,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,2,2,800 sq.ft.,Fully Furnished,"Security, Barbeque area, Parking, Playground, Swimming Pool, Multipurpose hall, Gymnasium, Lift",Washing Machine,Johor,Johor Bahru,2025-01-26 15:26,109933055,,,"Off Lebuh Skudai, Johor Bahru, Johor"
"RM 2,200 per month","House, For rent",1-storey Terraced House,4,2,1600 sq.ft.,Not Furnished,,,Johor,Skudai,2025-01-26 15:25,109932988,,,
"RM 2,200 per month","Apartment / Condominium, For rent",Others,2,2,722 sq.ft.,Fully Furnished,,,Kuala Lumpur,Segambut,2025-01-26 15:24,109933050,3.1840363969332834,101.67237016686833,"Jalan Segambut, Segambut, Kuala Lumpur"
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Playground, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Gymnasium",,Selangor,Bandar Sungai Long,2025-01-26 15:22,109933043,3.0413135457178098,101.79911538425891,"Jalan SL 15/1, Bandar Sungai Long, Selangor"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1722 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Playground, Gymnasium, Security, Lift, Parking",,Penang,Batu Maung,2025-01-26 15:21,109933041,,,"Jalan Muzium Perang, Off Jalan Batu Maung, Batu Maung, Penang"
"RM 1,399 per month","Apartment / Condominium, For rent",Condominium,3,2,1059 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Multipurpose hall, Parking, Security, Gymnasium, Playground, Sauna, Barbeque area, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Seri Kembangan,2025-01-26 15:20,109009974,,,"Persiaran Dr George Lim Ah Soo, Taman Equine, Seri Kembangan, Selangor"
RM 650 per month,"Apartment / Condominium, For rent",Condominium,5,2,1244 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Bandar Sunway,2025-01-26 15:19,109622131,3.0808232505577213,101.6064519156781,"Jalan PJS 10/11E, PJS 10, Bandar Sunway, Selangor"
RM 350 per month,"Apartment / Condominium, For rent",Apartment,4,2,856 sq.ft.,Fully Furnished,"Lift, Playground, Swimming Pool, Parking, Multipurpose hall, Security, Gymnasium","Cooking Allowed, Washing Machine",Selangor,Subang Bestari,2025-01-26 15:18,108424448,,,"Jalan Tasik Raja Lumu U4/17, Taman Subang Delima, Seksyen U4, Subang Bestari, Selangor"
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,871 sq.ft.,Fully Furnished,"Barbeque area, Club house, Tennis Court, Lift, Multipurpose hall, Parking, Playground, Gymnasium, Sauna, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Ara Damansara,2025-01-26 15:17,109869688,3.1142824892680756,101.57954176018544,"Jalan PJU 1a/4, Ara Damansara, Selangor"
"RM 1,600 per month","House, For rent",Terraced House,5,4,1650 sq.ft.,Not Furnished,"Parking, Playground, Security","Cooking Allowed, Air-Cond, Washing Machine, Internet",Selangor,Batu Caves,2025-01-26 15:15,109932746,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Not Furnished,"Security, Parking, Barbeque area, Sauna, Gymnasium, Playground, Swimming Pool, Jogging Track, Squash Court",,Penang,Tanjung Bungah,2025-01-26 15:13,109828028,,,"No. 9 & 11, Persiaran Tanjung Bungah 2, Tanjung Bungah, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Gymnasium, Lift, Parking, Playground, Swimming Pool, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Selangor,Kajang,2025-01-26 15:12,108624286,,,"Jalan Mutiara 3, Mutiara Height, Kajang, Selangor"
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,1300 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Gymnasium","Air-Cond, Cooking Allowed, Internet",Selangor,Kajang,2025-01-26 15:11,93014050,,,"Lebuh Setia Menunggu, Jade Hills, Kajang, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,1,1,500 sq.ft.,Fully Furnished,"Lift, Barbeque area, Swimming Pool, Gymnasium, Tennis Court, Multipurpose hall, Parking, Security, Playground",,Johor,Johor Bahru,2025-01-26 15:10,109932931,1.467763139109315,103.7250491807238,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 2,900 per month","House, For rent",2-storey Terraced House,5,3,2300 sq.ft.,Not Furnished,,,Sabah,Penampang,2025-01-26 15:10,109932926,,,
RM 550 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Security, Parking",Cooking Allowed,Negeri Sembilan,Nilai,2025-01-26 15:10,109397354,2.80195371121939,101.80828568297366,"Jalan Nilai Perdana 11, Taman Nilai Perdana, Nilai, Negeri Sembilan"
RM 700 per month,"Apartment / Condominium, For rent",Flat,5,2,650 sq.ft.,Not Furnished,"Playground, Parking, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Bandar Sri Damansara,2025-01-26 15:10,107755812,,,"Off Persiaran Cempaka, Bandar Sri Damansara, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,913 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Jogging Track, Gymnasium, Sauna, Security, Playground, Parking, Lift","Air-Cond, Washing Machine",Selangor,Cyberjaya,2025-01-26 15:10,101511125,2.9303384866516633,101.63825619529845,"Persiaran Bestari, Cyber 11, Cyberjaya, Selangor"
RM 650 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Not Furnished,"Parking, Playground",,Negeri Sembilan,Seremban,2025-01-26 15:10,109932917,,,"Off Jalan S2 G1, Garden Avenue, Seremban, Negeri Sembilan"
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,1,1,400 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Gymnasium, Lift, Parking, Playground, Swimming Pool, Security",,Johor,Johor Bahru,2025-01-26 15:10,109932703,1.4676641,103.724982,"Persiaran Danga Perdana, Country Garden Danga Bay, Johor Bahru, Johor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,1,1,400 sq.ft.,Fully Furnished,"Tennis Court, Multipurpose hall, Security, Gymnasium, Parking, Swimming Pool, Lift, Barbeque area, Playground",,Johor,Johor Bahru,2025-01-26 15:10,109932702,1.4623036,103.7303918,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,Parking,"Air-Cond, Cooking Allowed",Selangor,Petaling Jaya,2025-01-26 15:10,109932704,3.0741079,101.6481414,"Jalan PJS 3/46, Petaling Jaya, Selangor"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1488 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Parking, Security, Gymnasium, Squash Court, Sauna, Club house, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,2025-01-26 15:08,109768546,3.187800581820185,101.70837100493911,"Jalan Tiara Titiwangsa, Setapak, Kuala Lumpur"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1590 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Parking, Security, Gymnasium, Squash Court, Sauna, Club house, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,2025-01-26 15:07,109767111,3.187800581820185,101.70837100493911,"Jalan Tiara Titiwangsa, Setapak, Kuala Lumpur"
"RM 1,000 per month","House, For rent",Semi-Detached House,3,2,2800 sq.ft.,Not Furnished,Parking,,Kedah,Sungai Petani,2025-01-26 15:07,109932861,,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Security, Swimming Pool, Parking, Barbeque area, Multipurpose hall, Gymnasium, Lift, Playground","Cooking Allowed, Washing Machine, Air-Cond",Penang,Bayan Lepas,2025-01-26 15:06,106753221,,,"Persiaran Pantai Jerjak 1, Kampung Sungai Nibong, Bayan Lepas, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Lift, Security, Parking","Cooking Allowed, Air-Cond, Washing Machine",Penang,Bukit Jambul,2025-01-26 15:06,108395779,,,
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1450 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Playground, Gymnasium, Multipurpose hall, Club house, Security, Sauna, Parking","Cooking Allowed, Air-Cond, Washing Machine",Penang,Bayan Lepas,2025-01-26 15:05,109888840,,,"Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Squash Court, Swimming Pool, Gymnasium, Parking, Playground, Tennis Court, Barbeque area, Sauna, Minimart, Jogging Track, Security, Lift",Cooking Allowed,Penang,Bayan Lepas,2025-01-26 15:05,109708187,5.3409497,100.3106651,"Persiaran Bayan Indah, Bayan Lepas, Penang"
"RM 2,800 per month","House, For rent",2-storey Terraced House,4,4,1540 sq.ft.,Fully Furnished,,,Johor,Johor Bahru,2025-01-26 15:05,109932665,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Playground, Parking, Jogging Track",,Penang,Bayan Lepas,2025-01-26 15:05,109932682,5.3025084,100.2567686,"Lengkok Kelicap, Bayan Lepas, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,794 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Sauna, Swimming Pool, Multipurpose hall, Security, Parking, Lift, Tennis Court, Playground, Minimart, Barbeque area","Air-Cond, Washing Machine",Selangor,Setia Alam,2025-01-26 15:03,109801737,,,"Jalan Setia Dagang AH U13/AH, Setia City, Setia Alam, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall, Security, Lift","Air-Cond, Cooking Allowed",Selangor,Shah Alam,2025-01-26 15:03,109818050,3.1207735066018696,101.4717298099925,"Jalan Setia Perdana U13/28, Alam Nusantara, Shah Alam, Selangor"
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,850 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Sauna, Multipurpose hall, Playground, Gymnasium, Club house, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Ampang,2025-01-26 15:02,109877991,,,"No.126,  Jalan Damai, Ampang, Kuala Lumpur"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Jogging Track, Playground, Security, Parking, Lift, Minimart, Multipurpose hall",Cooking Allowed,Selangor,Puncak Alam,2025-01-26 15:01,109932763,,,"Jalan Myra Alam 1, Taman Myra Alam, Puncak Alam, Selangor"
RM 680 per month,"House, For rent",Others,2,2,1500 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed",Selangor,Sabak Bernam,2025-01-26 15:00,109932749,,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1226 sq.ft.,Fully Furnished,"Sauna, Playground, Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Squash Court, Barbeque area, Parking, Security","Air-Cond, Washing Machine",Penang,Tanjong Tokong,2025-01-26 15:00,109892541,,,"Persiaran Halia 3, Off Jalan Mount Erskine, Tanjong Tokong, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Club house, Barbeque area, Jogging Track, Multipurpose hall, Security, Swimming Pool, Parking, Gymnasium, Lift, Playground","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Penang,Tanjong Tokong,2025-01-26 15:00,109701541,5.4483407,100.3020106,"Persiaran Halia 3, Tanjong Tokong, Penang"
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1241 sq.ft.,Fully Furnished,"Security, Playground, Squash Court, Minimart, Barbeque area, Parking, Swimming Pool, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Penang,Tanjong Tokong,2025-01-26 15:00,109385749,,,"Persiaran Halia 3, Off Jalan Mount Erskine, Tanjong Tokong, Penang"
