monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
RM 900 per month,"House, For rent",1-storey Terraced House,3,2,1500 sq.ft.,Fully Furnished,"Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Perak,Taiping,2025-01-26 14:55,109932696,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1302 sq.ft.,Fully Furnished,"Multipurpose hall, Gymnasium, Parking, Lift, Barbeque area, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Setiawangsa,2025-01-26 14:55,109932694,,,"Jalan Jelatek, Off Jalan Ampang, Setiawangsa, Kuala Lumpur"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall",Near KTM/LRT,Selangor,Puchong,2025-01-26 14:55,109932686,,,"Jalan BK3/1, Puchong, Selangor"
"RM 1,499 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Partially Furnished,"Security, Playground, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed",Selangor,Semenyih,2025-01-26 14:52,109309648,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Johor,Johor Bahru,2025-01-26 14:50,109493815,1.4623036,103.7303918,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,"Minimart, Playground, Parking, Lift, Security",Cooking Allowed,Selangor,Petaling Jaya,2025-01-26 14:50,107756174,3.0718751615082938,101.63588509755212,"Jalan PJS 2B/1, Petaling Jaya, Selangor"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,Minimart,"Cooking Allowed, Near KTM/LRT",Selangor,Damansara Damai,2025-01-26 14:50,107755999,3.1966700579251683,101.59321357379635,"Jalan PJU 10/3, Damansara Damai, Damansara Damai, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,2,1,1200 sq.ft.,Fully Furnished,"Parking, Playground, Security, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Petaling Jaya,2025-01-26 14:50,109932434,3.1120457170070344,101.62233483808257,"Jalan 21/13, Section 21, Petaling Jaya, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,1,750 sq.ft.,Fully Furnished,Parking,,Johor,Johor Bahru,2025-01-26 14:50,109932508,1.5144678667019025,103.70003839518085,"Lorong Cempaka, Taman Cempaka, Johor Bahru, Johor"
"RM 1,900 per month","House, For rent",1-storey Terraced House,2,1,900 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Petaling Jaya,2025-01-26 14:50,109932504,,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Parking, Playground, Swimming Pool",,Johor,Johor Bahru,2025-01-26 14:50,109932464,,,"Jalan Persiaran Perdana,Taman Tan Sri Yacob, Johor Bahru, Johor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Not Furnished,"Playground, Swimming Pool, Lift, Barbeque area, Parking, Gymnasium, Jogging Track, Security, Sauna, Tennis Court, Multipurpose hall, Minimart","Near KTM/LRT, Cooking Allowed",Selangor,Damansara Perdana,2025-01-26 14:48,109864967,3.166047096464366,101.61157366364908,"Jalan PJU 8/8, Damansara Perdana, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,635 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Sepang,2025-01-26 14:45,109404345,2.836966345923956,101.69650564693185,"Persiaran Sunsuria, Sunsuria City, Sepang, Selangor"
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,1220 sq.ft.,Fully Furnished,"Security, Tennis Court, Sauna, Barbeque area, Multipurpose hall, Parking, Playground, Swimming Pool, Squash Court, Gymnasium, Lift",,Johor,Johor Bahru,2025-01-26 14:45,109932590,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Minimart, Barbeque area, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Sepang,2025-01-26 14:45,109357021,2.836966345923956,101.69650564693185,"Persiaran Sunsuria, Sunsuria City, Sepang, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Playground, Parking, Security, Lift",,Johor,Johor Bahru,2025-01-26 14:45,109932381,1.5291873527311919,103.57761829642712,"Jalan Pulai Mutiara 7/2, Taman Pulai Mutiara, Johor Bahru, Johor"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Not Furnished,"Security, Barbeque area, Playground, Parking, Swimming Pool, Gymnasium, Jogging Track",,Penang,Bayan Lepas,2025-01-26 14:44,109872472,,,"Jalan Bukit Gemuruh, Kampung Tengah, Bayan Lepas, Penang"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1300 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Security, Playground, Barbeque area, Swimming Pool, Multipurpose hall, Parking, Lift",,Johor,Johor Bahru,2025-01-26 14:43,109897105,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,000 per month","House, For rent",1-storey Terraced House,4,2,1195 sq.ft.,Partially Furnished,Parking,,Melaka,Melaka City,2025-01-26 14:43,109858406,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,650 sq.ft.,Partially Furnished,"Barbeque area, Parking, Swimming Pool, Lift, Security, Playground, Gymnasium, Squash Court, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Subang Jaya,2025-01-26 14:43,109768275,,,"Persiaran Subang Permai, USJ1, Subang Jaya, Selangor"
RM 750 per month,"Apartment / Condominium, For rent",Condominium,2,1,600 sq.ft.,Partially Furnished,"Jogging Track, Club house, Swimming Pool, Security, Parking, Playground","Air-Cond, Cooking Allowed",Sabah,Telipok,2025-01-26 14:43,109932564,,,"Jalan Kayu Madang, Telipok, Sabah"
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,2,800 sq.ft.,Not Furnished,Parking,"Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Shah Alam,2025-01-26 14:42,109652872,3.0681774711202476,101.48085779946253," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor"
"RM 2,200 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Fully Furnished,"Parking, Playground, Minimart, Jogging Track",,Johor,Perling,2025-01-26 14:42,109932540,,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Gymnasium, Lift, Playground, Swimming Pool, Multipurpose hall, Parking, Security, Tennis Court, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Johor,Johor Bahru,2025-01-26 14:39,109440183,1.4676996579290054,103.7249724411857,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,200 per month","House, For rent",Terraced House,3,2,2100 sq.ft.,Partially Furnished,Parking,Cooking Allowed,Sarawak,Miri,2025-01-26 14:38,109932475,,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Bukit Subang,2025-01-26 14:34,109932417,3.171294310198707,101.51838764799218,"No.11, Jalan Metafasa U16/3, Taman Bukit Subang, Bukit Subang, Selangor"
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,732 sq.ft.,Partially Furnished,"Parking, Playground",,Selangor,Balakong,2025-01-26 14:34,109932411,,,"Jalan Setia Balakong 3/2, Taman Setia Balakong,, Balakong, Selangor"
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Minimart, Jogging Track, Playground, Security, Barbeque area, Parking","Cooking Allowed, Near KTM/LRT",Selangor,Klang,2025-01-26 14:31,109723995,2.988147026397493,101.44714926424855,"Persiaran Botanik, Bandar Botanic, Klang, Selangor"
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Fully Furnished,"Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Washing Machine, Internet, Cooking Allowed",Kuala Lumpur,KLCC,2025-01-26 14:30,109830643,,,
"RM 4,200 per month","Apartment / Condominium, For rent",Condominium,4,4,1855 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Barbeque area, Parking, Playground, Multipurpose hall, Security, Squash Court, Jogging Track, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-26 14:30,109710361,,,"Off Persiaran Bumi Hijau, Taman Molek, Johor Bahru, Johor"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Jogging Track, Lift, Barbeque area, Parking, Gymnasium, Security, Club house","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Damansara Perdana,2025-01-26 14:30,109878004,3.166047096464366,101.61157366364908,"Jalan PJU 8/8, Damansara Perdana, Selangor"
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,857 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Lift, Parking, Security, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor,Subang Jaya,2025-01-26 14:30,109530754,3.057936412611627,101.60190172467624,"Persiaran Subang Permai, Subang Jaya, Selangor"
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Parking, Playground, Jogging Track, Minimart","Cooking Allowed, Near KTM/LRT",Selangor,Cheras,2025-01-26 14:30,109932230,3.057463800247648,101.76805200783853,"Jalan Megah 37C, Taman Megah, Cheras, Selangor"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,4,3,1614 sq.ft.,Partially Furnished,"Lift, Parking, Security, Swimming Pool, Gymnasium, Sauna, Jogging Track, Playground",,Kuala Lumpur,Segambut,2025-01-26 14:29,109629768,3.18721457935377,101.6549810953152,"Jalan 6/38A, Taman Sri Sinar, Segambut, Kuala Lumpur"
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Lift, Parking, Security, Minimart, Gymnasium, Playground, Barbeque area",,Penang,Gelugor,2025-01-26 14:25,109932319,,,"Jalan Permai, Taman Bukit Gambier, Gelugor, Penang"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,500 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Jogging Track, Barbeque area, Sauna, Minimart, Swimming Pool, Lift, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Internet",Negeri Sembilan,Nilai,2025-01-26 14:25,109855360,2.828306030889355,101.7820110312305,"Persiaran Ilmu, Bandar Baru Nilai, Nilai, Negeri Sembilan"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Gymnasium, Swimming Pool, Lift, Playground, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Cyberjaya,2025-01-26 14:25,109466142,,,"Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,460 sq.ft.,Fully Furnished,"Parking, Gymnasium, Club house, Playground, Swimming Pool, Tennis Court, Squash Court, Jogging Track, Barbeque area, Security, Minimart, Sauna, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Negeri Sembilan,Nilai,2025-01-26 14:25,109476300,2.828306030889355,101.7820110312305,"Persiaran Ilmu, Bandar Baru Nilai, Nilai, Negeri Sembilan"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,775 sq.ft.,Fully Furnished,"Parking, Minimart, Playground, Jogging Track, Club house, Gymnasium, Barbeque area, Swimming Pool, Tennis Court, Sauna, Security, Squash Court, Lift, Multipurpose hall","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor,Cyberjaya,2025-01-26 14:25,109476258,2.942017447705054,101.66283866369776,"Jalan Teknokrat 1, Cyberjaya, Selangor"
RM 950 per month,"House, For rent",Terraced House,4,2,1400 sq.ft.,Not Furnished,Playground,,Selangor,Klang,2025-01-26 14:24,109932309,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1370 sq.ft.,Partially Furnished,"Security, Playground, Barbeque area, Sauna, Parking, Swimming Pool, Lift, Minimart, Gymnasium",Air-Cond,Penang,Bukit Mertajam,2025-01-26 14:24,107555750,5.327654993855873,100.49912993473636,"Jalan Pinggiran Machang Bubok, Bukit Mertajam, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Club house, Playground, Parking, Security, Gymnasium",,Johor,Johor Bahru,2025-01-26 14:24,109851481,1.4456292721710593,103.93859408054762,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor"
RM 800 per month,"Apartment / Condominium, For rent",Service Residence,1,1,300 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track, Playground, Swimming Pool, Gymnasium, Club house",,Johor,Johor Bahru,2025-01-26 14:23,109851483,1.4456292721710593,103.93859408054762,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,400 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track, Playground, Swimming Pool, Gymnasium, Club house",,Johor,Johor Bahru,2025-01-26 14:23,109851485,1.4456292721710593,103.93859408054762,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,400 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Club house, Playground, Parking, Security, Gymnasium",,Johor,Johor Bahru,2025-01-26 14:23,109851480,1.4456292721710593,103.93859408054762,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor"
"RM 1,150 per month","Apartment / Condominium, For rent",Condominium,1,1,200 sq.ft.,Partially Furnished,"Sauna, Playground, Swimming Pool, Gymnasium, Barbeque area, Parking, Lift, Security, Multipurpose hall",,Kuala Lumpur,Old Klang Road,2025-01-26 14:23,109932290,,,"Jalan Sri Jati 3, Taman Sri Jati, Old Klang Road, Kuala Lumpur"
RM 900 per month,"Apartment / Condominium, For rent",Condominium,3,2,1008 sq.ft.,Not Furnished,"Security, Playground, Lift, Multipurpose hall, Parking, Swimming Pool",,Selangor,Kajang,2025-01-26 14:13,109743651,2.96124235,101.79580920000001,"Jalan Kajang Villa 3, Taman Kajang Villa, Kajang, Selangor"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,4,3,1668 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Security, Squash Court, Jogging Track, Club house, Playground, Swimming Pool, Barbeque area, Parking, Tennis Court",,Selangor,Shah Alam,2025-01-26 14:12,109392666,3.10829696032393,101.57950879823082,"Persiaran Golf, Seksyen U2, Shah Alam, Selangor"
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1050 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Club house, Multipurpose hall, Minimart, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Cheras,2025-01-26 14:07,109723536,3.0809622529648535,101.76125114267708,"Persiaran Awana, Cheras, Selangor"
"RM 2,200 per month","Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Fully Furnished,"Parking, Sauna, Jogging Track, Barbeque area, Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Setapak,2025-01-26 14:05,109932008,,,"Jalan Renjang 15, Taman Sri Rampai, Setapak, Kuala Lumpur"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Parking",Cooking Allowed,Selangor,Subang Bestari,2025-01-26 14:03,109015385,,,
"RM 2,990 per month","House, For rent",Semi-Detached House,5,6,3200 sq.ft.,Partially Furnished,,,Johor,Skudai,2025-01-26 14:03,109720514,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1130 sq.ft.,Fully Furnished,"Security, Lift, Parking, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Melaka,Melaka City,2025-01-26 14:01,108166133,2.218334033841978,102.19575719964647,"No.10, Jalan Klebang Besar, Melaka City, Melaka"
"RM 1,700 per month","House, For rent",Terraced House,3,3,1650 sq.ft.,Partially Furnished,Parking,"Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor,Putra Heights,2025-01-26 13:59,109912385,,,
RM 500 per month,"House, For rent",1-storey Terraced House,3,1,500 sq.ft.,Not Furnished,,,Pahang,Kuantan,2025-01-26 13:57,109932101,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Playground, Tennis Court, Jogging Track, Gymnasium, Sauna, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Washing Machine",Penang,Sungai Ara,2025-01-26 13:50,109931902,,,"Lilitan Sungai Ara, Off Jalan Dato Ismail Hashim, Sungai Ara, Penang"
"RM 5,200 per month","House, For rent",Bungalow House,4,4,4500 sq.ft.,Partially Furnished,,,Johor,Johor Bahru,2025-01-26 13:50,109931896,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Partially Furnished,"Gymnasium, Jogging Track, Playground, Swimming Pool, Lift, Club house, Security, Sauna, Parking, Barbeque area, Minimart","Cooking Allowed, Washing Machine, Air-Cond",Selangor,Setia Alam,2025-01-26 13:49,107100984,,,"Persiaran Setia Damai, Setia Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Others,2,1,612 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,I-City,2025-01-26 13:47,109164398,3.0651164344671322,101.48331981653467,"Jalan Multimedia 7/Ah, I-City, Selangor"
"RM 4,000 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Fully Furnished,,,Johor,Johor Bahru,2025-01-26 13:45,109931940,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Parking, Security, Swimming Pool",,Kuala Lumpur,Desa Petaling,2025-01-26 13:44,109931934,3.0823180246194077,101.70862630287807,"Jalan 1/125A, Taman Desa Petaling, Desa Petaling, Kuala Lumpur"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,Parking,,Penang,Perai,2025-01-26 13:44,109931932,5.366884102768381,100.41239720556554,"Lorong Nagasari 20, Taman Nagasari, Perai, Penang"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Partially Furnished,"Squash Court, Parking, Minimart, Multipurpose hall, Security, Jogging Track, Tennis Court, Barbeque area, Sauna, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed",Penang,Tanjung Bungah,2025-01-26 13:42,109931924,5.464123882141494,100.27745722497195,"No 1, Jalan Chee Seng 13, Tanjung Bungah, Penang"
