monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,state,region,publishedDatetime,ads_id,latitude,longitude,additional_facilities,address
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Dengkil,2025-01-28 19:26,109860801,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Cyberjaya,2025-01-28 19:25,109748449,,,"Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor"
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1431 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Barbeque area, Gymnasium, Minimart, Jogging Track, Playground",Penang,Simpang Ampat,2025-01-28 19:23,108284739,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Not Furnished,,Selangor,Setia Alam,2025-01-28 19:23,109951961,3.1137264,101.4530429,,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,700 sq.ft.,Partially Furnished,"Lift, Security, Parking, Minimart, Swimming Pool, Playground, Gymnasium, Multipurpose hall",Putrajaya,Putrajaya,2025-01-28 19:22,109951956,,,"Air-Cond, Cooking Allowed","Persiaran IRC 3, IOI Resort City, Putrajaya, Putrajaya"
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1750 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart, Jogging Track",Selangor,Puncak Alam,2025-01-28 19:15,109951835,,,"Air-Cond, Cooking Allowed",
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1050 sq.ft.,Partially Furnished,Parking,Johor,Johor Bahru,2025-01-28 19:15,109951836,,,"Air-Cond, Cooking Allowed, Washing Machine",
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,1,800 sq.ft.,Partially Furnished,"Security, Playground, Parking, Lift, Minimart, Multipurpose hall",Kuala Lumpur,Setapak,2025-01-28 19:13,109910191,3.2074087478561273,101.71802263338645,"Cooking Allowed, Near KTM/LRT","Jalan Langkawi, Taman Setapak, Setapak, Kuala Lumpur"
"RM 1,650 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Barbeque area, Gymnasium, Security, Lift, Multipurpose hall, Parking, Minimart, Jogging Track",Kuala Lumpur,Setapak,2025-01-28 19:04,109377649,3.210058011438531,101.72041294093974,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan 1A/6, Taman Setapak  Indah, Danau Kota, Setapak, Kuala Lumpur"
"RM 6,000 per month","House, For rent",Semi-Detached House,5,4,3500 sq.ft.,Partially Furnished,,Selangor,Setia Eco Park,2025-01-28 19:00,109753713,,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,2,2,1089 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur,Sungai Besi,2025-01-28 18:59,109864190,3.0680004308341204,101.70483728541738,,"Jalan 1C/149, Taman Castlefield, Sungai Besi, Kuala Lumpur"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur,Cheras,2025-01-28 18:59,108921705,3.103171616183913,101.74453792245014,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Ketumbar, Taman Cheras, Cheras, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur,Sentul,2025-01-28 18:55,109702688,3.1980560190394356,101.69075198048738,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Sentul Pasar, Sentul, Kuala Lumpur"
"RM 1,800 per month","Apartment / Condominium, For rent",Flat,3,2,850 sq.ft.,Fully Furnished,"Playground, Parking, Security, Lift",Selangor,Ampang,2025-01-28 18:55,109605970,3.1444801158397664,101.75901046436894,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Cahaya 14, Taman Cahaya, Ampang, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,2,1,659 sq.ft.,Partially Furnished,"Playground, Multipurpose hall, Security, Parking",Selangor,Ampang,2025-01-28 18:55,109812474,3.1333766420126503,101.75781074829032,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Pandan Indah 6/10, Pandan Indah, Ampang, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,466 sq.ft.,Fully Furnished,"Lift, Barbeque area, Parking, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall",Selangor,Kajang,2025-01-28 18:54,109415430,2.935427428274109,101.79739134134398,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Ilmiah, Kajang, Selangor"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,,Johor,Ulu Tiram,2025-01-28 18:48,109951792,,,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,5,3,1500 sq.ft.,Partially Furnished,,Johor,Kulai,2025-01-28 18:45,109951729,,,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Barbeque area, Parking, Playground, Jogging Track, Security",Johor,Johor Bahru,2025-01-28 18:45,109951733,,,,"Jalan Kangkar Tebrau, Off Jalan Pandan, Johor Bahru, Johor"
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Security, Playground, Gymnasium, Barbeque area, Parking, Minimart, Jogging Track, Swimming Pool",Johor,Tampoi,2025-01-28 18:45,109951732,1.5062114000000002,103.72902265006104,,"Jalan Tampoi, Kawasan Perindustrian Tampoi, Tampoi, Johor"
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Barbeque area, Sauna, Playground, Squash Court, Lift, Multipurpose hall, Swimming Pool, Tennis Court",Johor,Johor Bahru,2025-01-28 18:45,109951731,1.4676996579290054,103.7249724411857,,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,520 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Security, Playground, Multipurpose hall",Johor,Iskandar Puteri,2025-01-28 18:45,109951730,,,,"Persiaran Dato' Seri Amar, Iskandar Puteri, Iskandar Puteri, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,2,2,800 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Jogging Track",Johor,Masai,2025-01-28 18:45,109951728,1.4784912549778955,103.87095977157838,,"Jalan Sierra Perdana, Taman Sierra Perdana, Masai, Johor"
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,3,2,888 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Barbeque area, Gymnasium, Lift, Minimart, Multipurpose hall, Club house, Jogging Track",Selangor,Bangi,2025-01-28 18:43,109877025,,,"Cooking Allowed, Washing Machine","Jalan BBLS 1, Southville City, Bangi, Selangor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,,Perak,Ipoh,2025-01-28 18:30,109951633,,,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,5,3,3500 sq.ft.,Partially Furnished,"Minimart, Playground, Jogging Track, Parking, Security",Selangor,Seri Kembangan,2025-01-28 18:30,109951629,,,"Cooking Allowed, Near KTM/LRT, Internet",
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,4,1650 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track",Kedah,Sungai Petani,2025-01-28 18:30,109169962,,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Lift, Multipurpose hall, Playground, Parking, Tennis Court",Selangor,Cyberjaya,2025-01-28 18:30,109951635,2.90210445,101.62921735,Air-Cond,"Persiaran Rimba Permai, Cyber 10, Cyberjaya, Selangor"
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1520 sq.ft.,Partially Furnished,,Selangor,Dengkil,2025-01-28 18:29,109624430,,,Air-Cond,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,2143 sq.ft.,Partially Furnished,"Parking, Security",Selangor,Bangi,2025-01-28 18:29,109912155,,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1128 sq.ft.,Fully Furnished,"Gymnasium, Lift, Sauna, Multipurpose hall, Minimart, Playground, Swimming Pool, Parking, Security, Jogging Track",Selangor,Seri Kembangan,2025-01-28 18:29,109862682,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan LP 7/5, Taman Lestari Perdana, Seri Kembangan, Selangor"
"RM 1,550 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Playground, Lift, Security, Jogging Track, Multipurpose hall, Parking, Minimart",Kuala Lumpur,Bukit Jalil,2025-01-28 18:26,105364319,,,"Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine","Jalan Jalil Impian, Off Jalan Bukit Jalil Indah, Bukit Jalil, Kuala Lumpur"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Security, Playground, Jogging Track, Lift, Parking, Multipurpose hall, Minimart",Kuala Lumpur,Bukit Jalil,2025-01-28 18:26,109430473,,,Near KTM/LRT,"Jalan Jalil Impian, Off Jalan Bukit Jalil Indah, Bukit Jalil, Kuala Lumpur"
"RM 1,400 per month","Apartment / Condominium, For rent",Studio,1,1,382 sq.ft.,Fully Furnished,"Squash Court, Swimming Pool, Security, Minimart, Gymnasium, Barbeque area, Parking, Lift, Playground, Club house",Selangor,Damansara Perdana,2025-01-28 18:25,109951603,3.16424327764691,101.6077593611553,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJU 8/3A, Damansara Perdana, Selangor"
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1428 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Security, Gymnasium, Jogging Track, Parking, Playground, Lift, Club house, Multipurpose hall",Sabah,Kota Kinabalu,2025-01-28 18:23,107550259,,,"Air-Cond, Cooking Allowed, Washing Machine","Lorong Alpha, Taman Alpha, Kota Kinabalu, Sabah"
"RM 1,250 per month","House, For rent",1-storey Terraced House,3,4,1000 sq.ft.,Partially Furnished,Parking,Melaka,Melaka City,2025-01-28 18:22,109951675,,,"Air-Cond, Cooking Allowed",
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,1,853 sq.ft.,Fully Furnished,"Gymnasium, Lift, Parking, Playground, Security, Swimming Pool, Multipurpose hall",Selangor,Semenyih,2025-01-28 18:21,109951665,2.970291,101.8285351,"Air-Cond, Cooking Allowed","Jalan 1/10, Bandar Teknologi Kajang, Semenyih, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1043 sq.ft.,Partially Furnished,"Parking, Security",Sabah,Kota Kinabalu,2025-01-28 18:15,109645074,,,Air-Cond,"Off Jalan Dimpoukon, Taman Penampang, Kota Kinabalu, Sabah"
"RM 1,250 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,Selangor,Rawang,2025-01-28 18:15,109951560,,,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,810 sq.ft.,Fully Furnished,"Parking, Security, Lift, Multipurpose hall, Tennis Court, Playground",Selangor,Semenyih,2025-01-28 18:15,109951559,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,2000 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground",Selangor,Puchong,2025-01-28 18:15,109951555,,,"Air-Cond, Cooking Allowed, Near KTM/LRT",
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,4,1600 sq.ft.,Partially Furnished,"Parking, Security",Kedah,Sungai Petani,2025-01-28 18:12,109951600,,,Cooking Allowed,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Partially Furnished,"Multipurpose hall, Swimming Pool, Gymnasium, Security, Playground, Barbeque area, Parking, Lift, Minimart, Sauna",Selangor,Shah Alam,2025-01-28 18:10,109248075,3.078268230784844,101.54296069241275,"Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Akuatik 13/64A, Seksyen 13, Shah Alam, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Playground, Parking, Security",Johor,Johor Bahru,2025-01-28 18:10,109951511,,,,"Persiaran Bumi Hijau, Taman Molek, Johor Bahru, Johor"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Parking, Multipurpose hall, Security, Swimming Pool, Lift, Playground, Gymnasium, Minimart, Tennis Court, Squash Court, Jogging Track",Selangor,Shah Alam,2025-01-28 18:10,108359258,3.1207735066018696,101.4717298099925,"Cooking Allowed, Washing Machine","Jalan Setia Perdana U13/28, Alam Nusantara, Shah Alam, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Parking, Multipurpose hall, Barbeque area, Swimming Pool, Playground, Lift, Security, Gymnasium",Selangor,Semenyih,2025-01-28 18:09,109874714,2.957441058447314,101.84185526881213,Cooking Allowed,"Jalan Semenyih, Semenyih, Selangor"
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,2,1,560 sq.ft.,Partially Furnished,"Parking, Security, Gymnasium, Swimming Pool, Playground, Jogging Track, Lift, Multipurpose hall",Selangor,Kajang,2025-01-28 18:09,109862147,2.9565485931360893,101.79432617236422,Near KTM/LRT,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor"
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,986 sq.ft.,Partially Furnished,"Parking, Gymnasium, Security, Playground, Swimming Pool, Minimart, Lift, Multipurpose hall",Putrajaya,Putrajaya,2025-01-28 18:09,109861785,,,"Air-Cond, Cooking Allowed","Persiaran IRC 3, IOI Resort City, Putrajaya, Putrajaya"
"RM 5,200 per month","House, For rent",Semi-Detached House,5,4,6000 sq.ft.,Not Furnished,,Penang,Tanjung Bungah,2025-01-28 18:08,96065506,,,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,990 sq.ft.,Fully Furnished,"Gymnasium, Security, Multipurpose hall, Barbeque area, Swimming Pool, Parking, Playground",Selangor,Seri Kembangan,2025-01-28 18:08,109878989,3.007706987774196,101.67985144056075,,"Jalan Putra Permai 2, Taman Putra Permai, Seri Kembangan, Selangor"
"RM 1,750 per month","Apartment / Condominium, For rent",Apartment,3,2,969 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Playground, Barbeque area, Multipurpose hall, Parking, Security, Gymnasium, Minimart",Kuala Lumpur,Setapak,2025-01-28 18:05,109951578,3.210058011438531,101.72041294093974,"Air-Cond, Cooking Allowed, Washing Machine","Jalan 1A/6, Taman Setapak  Indah, Danau Kota, Setapak, Kuala Lumpur"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Barbeque area, Parking, Security, Swimming Pool, Gymnasium",Selangor,Cyberjaya,2025-01-28 18:05,109951493,,,"Air-Cond, Cooking Allowed, Washing Machine","Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,4,3,1200 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Parking, Swimming Pool, Squash Court, Lift, Security, Playground, Barbeque area, Minimart, Jogging Track, Tennis Court",Negeri Sembilan,Nilai,2025-01-28 18:04,109951573,,,"Air-Cond, Cooking Allowed, Washing Machine, Internet","Off Jalan Kuarters KLIA, Taman Memancing Istana Bunian, Nilai, Negeri Sembilan"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Partially Furnished,"Parking, Security",Selangor,Seri Kembangan,2025-01-28 18:03,109636016,,,"Air-Cond, Cooking Allowed",
"RM 2,500 per month","House, For rent",1-storey Terraced House,4,2,1760 sq.ft.,Partially Furnished,"Parking, Playground",Kuala Lumpur,Seputeh,2025-01-28 18:03,109438396,,,"Air-Cond, Cooking Allowed, Near KTM/LRT",
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,3,1022 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Jogging Track",Selangor,Puchong,2025-01-29 18:02,109752140,,,"Washing Machine, Air-Cond",
RM 475 per month,"Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Partially Furnished,"Parking, Playground, Barbeque area, Minimart, Jogging Track",Negeri Sembilan,Mantin,2025-01-29 18:02,106860041,,,,"Jalan Pancaindera 6, Perdana College Heights, Mantin, Negeri Sembilan"
RM 550 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Playground, Minimart",Selangor,Puchong,2025-01-28 18:01,109674741,,,,"Taman Saujana Puchong, Puchong, Selangor"
"RM 2,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1021 sq.ft.,Fully Furnished,"Gymnasium, Security, Playground, Swimming Pool, Sauna, Multipurpose hall, Parking, Minimart, Squash Court, Barbeque area, Lift",Selangor,Subang Jaya,2025-01-29 18:01,109901364,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Kemajuan SS16, SS16, Subang Jaya, Selangor"
"RM 1,070 per month","House, For rent",Semi-Detached House,4,2,3200 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track",Kedah,Sungai Petani,2025-01-28 18:01,109951565,,,"Cooking Allowed, Washing Machine",
RM 850 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,Negeri Sembilan,Bandar Sri Sendayan,2025-01-28 18:00,109951557,,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,1030 sq.ft.,Partially Furnished,"Jogging Track, Playground, Parking, Security, Multipurpose hall",Negeri Sembilan,Nilai,2025-01-28 18:00,109951554,,,"Cooking Allowed, Near KTM/LRT","Jalan Bukit Citra 10/1, Nilai, Negeri Sembilan"
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1226 sq.ft.,Fully Furnished,"Sauna, Playground, Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Squash Court, Barbeque area, Parking, Security",Penang,Tanjong Tokong,2025-01-28 18:00,109892855,,,"Air-Cond, Washing Machine","Persiaran Halia 3, Off Jalan Mount Erskine, Tanjong Tokong, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Parking, Security, Barbeque area, Playground, Swimming Pool, Tennis Court, Jogging Track, Lift, Club house, Minimart, Multipurpose hall, Squash Court",Penang,Tanjong Tokong,2025-01-28 18:00,107094280,,,"Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, Tanjong Tokong, Penang"
