monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,state,region,publishedDatetime,ads_id,latitude,longitude,additional_facilities,address
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,3,1465 sq.ft.,Partially Furnished,"Gymnasium, Parking, Playground, Swimming Pool",Penang,Gelugor,2025-01-28 20:51,109726288,,,Air-Cond,"No.2, Jalan Pantai Sinaran, Gelugor, Penang"
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Security, Squash Court, Parking, Swimming Pool, Lift, Sauna, Minimart, Playground, Gymnasium",Kuala Lumpur,Sentul,2025-01-28 20:50,109761164,,,,"Pinggiran Dato Senu, Bandar Baru Sentul, Sentul, Kuala Lumpur"
"RM 2,900 per month","House, For rent",2-storey Terraced House,3,3,3300 sq.ft.,Partially Furnished,,Selangor,Gombak,2025-01-28 20:50,109952344,,,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1030 sq.ft.,Fully Furnished,"Parking, Lift, Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall",Penang,Batu Kawan,2025-01-28 20:49,109905122,5.23660974338571,100.4332651109698,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,3,1044 sq.ft.,Fully Furnished,"Sauna, Gymnasium, Lift, Barbeque area, Parking, Security, Jogging Track, Playground, Swimming Pool, Multipurpose hall",Penang,Batu Kawan,2025-01-28 20:49,109905120,5.237960493379715,100.44254461590995,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang"
RM 700 per month,"Apartment / Condominium, For rent",Service Residence,1,1,200 sq.ft.,Fully Furnished,"Sauna, Security, Multipurpose hall, Barbeque area, Playground, Swimming Pool, Gymnasium, Jogging Track, Lift, Parking",Penang,Batu Kawan,2025-01-28 20:49,109890027,5.237960493379715,100.44254461590995,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,4,3,1044 sq.ft.,Fully Furnished,"Parking, Jogging Track, Gymnasium, Lift, Multipurpose hall, Security, Playground, Swimming Pool, Barbeque area, Sauna",Penang,Batu Kawan,2025-01-28 20:49,109745759,5.237960493379715,100.44254461590995,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang"
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,250 sq.ft.,Fully Furnished,"Security, Lift, Parking, Gymnasium, Swimming Pool, Multipurpose hall, Playground, Jogging Track, Barbeque area, Sauna",Penang,Batu Kawan,2025-01-28 20:49,109731607,5.237960493379715,100.44254461590995,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,883 sq.ft.,Fully Furnished,"Jogging Track, Lift, Multipurpose hall, Playground, Barbeque area, Sauna, Security, Swimming Pool, Gymnasium, Parking",Penang,Batu Kawan,2025-01-28 20:49,109711488,5.237960493379715,100.44254461590995,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,667 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Security, Lift, Playground, Barbeque area, Sauna, Parking, Gymnasium, Multipurpose hall",Penang,Batu Kawan,2025-01-28 20:49,109690285,5.237960493379715,100.44254461590995,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1332 sq.ft.,Fully Furnished,"Parking, Playground, Club house, Security, Swimming Pool, Tennis Court",Johor,Masai,2025-01-28 20:45,109952327,1.5071805837628012,103.86215938048505,,"Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor"
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Security, Multipurpose hall, Minimart",Kuala Lumpur,Kepong,2025-01-28 20:43,107338797,,,"Air-Cond, Washing Machine, Cooking Allowed","Off Jalan Lingkaran Tengah 2, Pekan Kepong, Kepong, Kuala Lumpur"
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,3,1560 sq.ft.,Partially Furnished,"Security, Playground, Parking",Kuala Lumpur,Setiawangsa,2025-01-28 20:36,109879563,3.192276341413218,101.73773831024674,,"Jalan Setiawangsa 21, Taman Setiawangsa, Setiawangsa, Kuala Lumpur"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,850 sq.ft.,Fully Furnished,"Parking, Tennis Court, Security, Swimming Pool, Lift, Gymnasium, Multipurpose hall, Playground",Johor,Johor Bahru,2025-01-28 20:32,109895642,1.4676996579290054,103.7249724411857,,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,970 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Minimart, Lift",Selangor,Ampang,2025-01-28 20:31,109851786,3.1465512,101.7665438,,"Jalan Wawasan 1/10, Bandar Baru Ampang, Ampang, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Partially Furnished,"Swimming Pool, Security, Minimart, Gymnasium, Parking, Playground",Selangor,Ampang,2025-01-28 20:31,109815598,3.1327347983941385,101.77112722917765,,"Lorong Ikan Emas 6, Kampung Ampang Campuran, Ampang, Selangor"
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,2116 sq.ft.,Fully Furnished,"Parking, Playground, Minimart, Jogging Track",Penang,Bukit Mertajam,2025-01-28 20:30,109196632,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Jogging Track, Parking",Selangor,Shah Alam,2025-01-28 20:30,109952275,,,"Near KTM/LRT, Washing Machine, Cooking Allowed","Off Persiaran Permai, Seksyen 7, Shah Alam, Selangor"
"RM 1,800 per month","House, For rent",2-storey Terraced House,6,3,3150 sq.ft.,Partially Furnished,,Selangor,Klang,2025-01-28 20:29,109935105,,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Parking, Playground, Security, Multipurpose hall, Gymnasium, Swimming Pool",Selangor,Petaling Jaya,2025-01-28 20:25,109952298,3.073930586860711,101.61040279439727,,"Jalan PJS 9/1, Bandar Sunway, Petaling Jaya, Selangor"
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart, Jogging Track",Selangor,Bandar Bukit Raja,2025-01-28 20:25,109815737,,,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Multipurpose hall, Jogging Track, Swimming Pool, Barbeque area",Selangor,Semenyih,2025-01-28 20:25,109952296,2.922950469162594,101.85062415220165,"Cooking Allowed, Air-Cond","Jalan Ecohill 1/2, Setia Ecohill, Semenyih, Selangor"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,4,2,1234 sq.ft.,Partially Furnished,"Security, Club house, Playground, Barbeque area, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall",Kuala Lumpur,Jalan Ipoh,2025-01-28 20:25,109689749,,,,"Off Jalan Ipoh, Taman Wahyu, Jalan Ipoh, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,2,2,785 sq.ft.,Fully Furnished,"Parking, Playground, Security, Lift, Swimming Pool",Johor,Gelang Patah,2025-01-28 20:25,109952266,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Forest City, Forest City, Gelang Patah, Johor"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,,Selangor,Petaling Jaya,2025-01-28 20:24,109952294,,,,"Jalan PJS8/9, Petaling Jaya, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Lift, Gymnasium, Parking, Playground, Multipurpose hall, Security, Barbeque area, Swimming Pool, Jogging Track",Selangor,Semenyih,2025-01-28 20:23,109952288,2.9716991,101.8329452,Cooking Allowed,"Jalan Semenyih, Semenyih, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,930 sq.ft.,Not Furnished,"Playground, Parking, Security",Kuala Lumpur,Segambut,2025-01-28 20:22,109758069,3.18737555,101.65527865,,"No. 4, Jalan 6/38a, Taman Sri Sinar, Segambut, Kuala Lumpur"
RM 750 per month,"Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Partially Furnished,,Selangor,Petaling Jaya,2025-01-28 20:21,109952285,3.074565,101.6262851,"Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJS 6/5e, Taman Desaria, Petaling Jaya, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1130 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Gymnasium, Club house, Playground, Barbeque area, Sauna, Lift",Penang,Bukit Mertajam,2025-01-28 20:19,109731301,5.3541193,100.42291801776008,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Pengkalan, Bukit Tengah, Bukit Mertajam, Penang"
"RM 1,500 per month","House, For rent",2-storey Terraced House,3,3,1665 sq.ft.,Not Furnished,,Selangor,Puncak Alam,2025-01-28 20:19,109850367,,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,2,1,600 sq.ft.,Not Furnished,"Parking, Playground, Barbeque area, Security",Kuala Lumpur,Wangsa Maju,2025-01-28 20:18,109711112,3.193650993811653,101.73224475870053,,"Jalan 42/26, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur"
"RM 1,100 per month","House, For rent",Semi-Detached House,4,3,2475 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track",Kedah,Sungai Petani,2025-01-28 20:15,109952235,,,"Cooking Allowed, Washing Machine, Internet",
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1194 sq.ft.,Partially Furnished,"Sauna, Multipurpose hall, Parking, Security, Gymnasium, Lift, Barbeque area, Swimming Pool, Tennis Court",Penang,Bukit Mertajam,2025-01-28 20:10,109734977,5.3290216,100.4824744,,"Jalan Seladang, Bukit Mertajam, Penang"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,862 sq.ft.,Fully Furnished,"Security, Barbeque area, Sauna, Club house, Parking, Swimming Pool, Playground, Gymnasium, Lift",Johor,Masai,2025-01-28 20:10,109952228,1.4823087,103.8598024,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Rinting, Taman Rinting, Masai, Johor"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,810 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur,Setapak,2025-01-28 20:10,109952221,3.2015430522313166,101.71456554774143,"Cooking Allowed, Near KTM/LRT","Jalan Danau Saujana 1, Taman Danau Kota, Setapak, Kuala Lumpur"
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,1451 sq.ft.,Fully Furnished,"Playground, Gymnasium, Barbeque area, Sauna, Parking, Swimming Pool, Multipurpose hall, Security, Minimart, Lift, Jogging Track, Club house",Selangor,Damansara Damai,2025-01-28 20:09,109747565,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PJU 10/1, Off Jalan Kuala Selangor, Damansara Damai, Selangor"
"RM 2,600 per month","House, For rent",Others,3,3,1600 sq.ft.,Partially Furnished,"Playground, Security, Parking",Selangor,Seri Kembangan,2025-01-28 20:08,109411794,,,"Air-Cond, Cooking Allowed, Near KTM/LRT",
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Cyberjaya,2025-01-28 20:08,109613784,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor"
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Swimming Pool, Jogging Track, Barbeque area, Security, Multipurpose hall, Sauna",Johor,Johor Bahru,2025-01-28 20:05,109952213,,,"Air-Cond, Cooking Allowed","Jalan Delima 3/1, Off Jalan Daya, Taman Delima, Johor Bahru, Johor"
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Cyberjaya,2025-01-28 20:05,109952209,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,900 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area",Johor,Johor Bahru,2025-01-28 20:03,109952238,,,"Air-Cond, Washing Machine, Internet",
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,720 sq.ft.,Not Furnished,"Security, Playground, Parking",Selangor,Puncak Alam,2025-01-28 20:00,109406142,3.2441007,101.4231884,,"Jalan Residensi Warnasari 13/1, Bandar Puncak Alam, Puncak Alam, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Parking, Multipurpose hall, Lift",Selangor,Puncak Alam,2025-01-28 20:00,109870255,,,"Cooking Allowed, Air-Cond","Bandar Alam Suria, Puncak Alam, Selangor"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1045 sq.ft.,Fully Furnished,"Security, Lift, Parking, Squash Court, Swimming Pool, Club house, Playground, Multipurpose hall, Gymnasium, Tennis Court",Penang,Bayan Lepas,2025-01-28 20:00,109892307,,,"Washing Machine, Cooking Allowed, Air-Cond","Off Persiaran Byan Indah, Bayan Lepas, Penang"
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,950 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Squash Court, Lift, Barbeque area, Security, Parking, Playground",Selangor,Cyberjaya,2025-01-28 20:00,109878323,,,,"Off Persiaran Multimedia, Cyber 11, Cyberjaya, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Lift, Security, Club house, Gymnasium, Jogging Track, Barbeque area, Parking, Playground, Swimming Pool",Selangor,Puncak Alam,2025-01-28 19:59,109933300,,,"Air-Cond, Cooking Allowed","Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,830 sq.ft.,Partially Furnished,"Parking, Playground, Security, Swimming Pool, Lift, Minimart, Multipurpose hall, Gymnasium, Club house",Selangor,Setia Alam,2025-01-28 19:59,109870266,3.131853597195424,101.47140998572945,,"No.4, Jalan Setia Gemilang U13/45C, Seksyen U13, Setia Alam, Selangor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,Selangor,Puncak Alam,2025-01-28 19:59,109885779,,,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1350 sq.ft.,Not Furnished,,Selangor,Puncak Alam,2025-01-28 19:59,109264233,,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Swimming Pool, Tennis Court, Squash Court, Jogging Track, Security, Parking, Playground, Lift",Selangor,Setia Alam,2025-01-28 19:59,109870261,3.1343061517810127,101.47590465794737,,"Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Barbeque area, Security, Jogging Track, Lift, Club house, Playground, Swimming Pool, Gymnasium, Parking",Selangor,Puncak Alam,2025-01-28 19:59,109694167,,,Cooking Allowed,"Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Barbeque area, Club house, Security, Playground, Gymnasium, Swimming Pool, Lift, Jogging Track, Parking",Selangor,Puncak Alam,2025-01-28 19:59,109662797,,,,"Off Jalan Bukit Cerakah, Alam Perdana, Puncak Alam, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,830 sq.ft.,Partially Furnished,"Security, Parking, Swimming Pool, Playground, Lift, Gymnasium, Minimart, Multipurpose hall, Club house",Selangor,Setia Alam,2025-01-28 19:59,109563845,3.131853597195424,101.47140998572945,"Air-Cond, Cooking Allowed","No.4, Jalan Setia Gemilang U13/45C, Seksyen U13, Setia Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,810 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Playground, Jogging Track, Multipurpose hall",Kuala Lumpur,Setapak,2025-01-28 19:57,109892384,,,"Air-Cond, Cooking Allowed",
"RM 2,200 per month","House, For rent",Townhouse,4,4,2200 sq.ft.,Not Furnished,,Selangor,Damansara Damai,2025-01-28 19:55,109952099,,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Swimming Pool, Playground, Lift",Johor,Setia Tropika,2025-01-28 19:55,109952098,,,"Air-Cond, Cooking Allowed, Washing Machine",
RM 750 per month,"Apartment / Condominium, For rent",Flat,3,1,700 sq.ft.,Not Furnished,"Minimart, Lift, Parking, Playground",Kuala Lumpur,Keramat,2025-01-28 19:53,109952214,,,Near KTM/LRT,"Jalan Keramat Hujung, Keramat, Kuala Lumpur"
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,657 sq.ft.,Not Furnished,"Playground, Parking, Security, Barbeque area",Selangor,Shah Alam,2025-01-28 19:50,109565141,2.9852532,101.5317308,Cooking Allowed,"No. 3, Jalan Anggerik Tania 31/112, Kota Kemuning, Seksyen 31, Shah Alam, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1010 sq.ft.,Fully Furnished,"Playground, Jogging Track, Security, Gymnasium, Barbeque area, Multipurpose hall, Minimart, Swimming Pool",Selangor,Cyberjaya,2025-01-28 19:50,109952066,,,"Air-Cond, Washing Machine, Cooking Allowed","Lot 108634, Persiaran Sepang, Cyber 11, Cyberjaya, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,990 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Multipurpose hall, Barbeque area, Parking, Security, Playground, Gymnasium",Penang,Simpang Ampat,2025-01-28 19:49,109407615,5.2796528,100.4919653,"Air-Cond, Cooking Allowed, Washing Machine","Persiaran Mutiara 8, Bandar Tasek Mutiara, Simpang Ampat, Penang"
"RM 1,950 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool, Multipurpose hall, Parking",Selangor,Cyberjaya,2025-01-28 19:48,108589511,,,"Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT","Off Persiaran Bestari, Cyberjaya, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Cyberjaya,2025-01-28 19:46,109952155,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,1400 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Dengkil,2025-01-28 19:46,109885189,2.8700545365745223,101.65543912023648,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan CB 1, Cybersouth, Dengkil, Selangor"
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Cyberjaya,2025-01-28 19:46,109885135,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Bestari, Cyberjaya, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Townhouse Condo,5,3,2300 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Cyberjaya,2025-01-28 19:46,109147103,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Lift, Sauna, Swimming Pool, Parking, Barbeque area, Multipurpose hall, Minimart, Gymnasium, Security, Playground",Johor,Tampoi,2025-01-28 19:46,109952150,1.514179,103.6878259,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Segenting, Taman Bukit Mewah, Tampoi, Johor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,115 sq.ft.,Not Furnished,"Parking, Jogging Track, Security, Playground",Kuala Lumpur,Others,2025-01-28 19:45,109952143,,,Cooking Allowed,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1400 sq.ft.,Partially Furnished,"Parking, Tennis Court, Lift, Barbeque area, Playground, Club house, Security, Swimming Pool, Gymnasium, Squash Court, Sauna, Minimart, Jogging Track, Multipurpose hall",Kuala Lumpur,Kepong,2025-01-28 19:45,109952049,3.2151930822383035,101.64318966266792,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Metro Perdana 7, Taman Usahawan Kepong, Kepong, Kuala Lumpur"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Lift, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall",Penang,Simpang Ampat,2025-01-28 19:44,109894028,,,"Cooking Allowed, Air-Cond, Washing Machine","Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang"
"RM 1,300 per month","House, For rent",2-storey Terraced House,2,2,1080 sq.ft.,Partially Furnished,,Selangor,Shah Alam,2025-01-28 19:43,109952133,,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,,Selangor,Setia Alam,2025-01-28 19:43,109952131,3.1136535,101.4530499,,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
RM 680 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,Kedah,Sungai Petani,2025-01-28 19:39,109853820,,,,
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Partially Furnished,Parking,Sarawak,Miri,2025-01-28 19:38,109952085,,,"Air-Cond, Cooking Allowed",
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,1075 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",Johor,Johor Bahru,2025-01-28 19:38,109952083,1.5241713715427974,103.784724277511,Air-Cond,"Jalan Persiaran Molek, Taman Molek, Johor Bahru, Johor"
RM 850 per month,"Apartment / Condominium, For rent",Others,2,1,510 sq.ft.,Not Furnished,Parking,Selangor,Ampang,2025-01-28 19:37,109952079,3.1333766420126503,101.75781074829032,"Cooking Allowed, Near KTM/LRT","Jalan Pandan Indah 5/20, Pandan Indah, Ampang, Selangor"
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,3,2,1350 sq.ft.,Fully Furnished,"Security, Swimming Pool, Lift, Multipurpose hall, Squash Court, Jogging Track, Parking, Playground, Minimart, Sauna, Gymnasium",Selangor,Kajang,2025-01-28 19:33,109823029,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Sutera Pines, Off Jalan Palma Utama, Bandar Sungai Long, Kajang, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,950 sq.ft.,Fully Furnished,"Parking, Lift, Sauna, Gymnasium, Barbeque area, Security, Playground, Minimart, Swimming Pool, Multipurpose hall",Johor,Tampoi,2025-01-28 19:30,109952042,1.5130058693780566,103.68695755494575,,"Jalan Segenting, Taman Bukit Mewah, Tampoi, Johor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,,Selangor,Setia Alam,2025-01-28 19:30,109952040,3.1137264,101.4530429,,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
RM 900 per month,"House, For rent",2-storey Terraced House,3,2,829 sq.ft.,Not Furnished,Parking,Selangor,Port Klang,2025-01-28 19:30,109951939,,,Cooking Allowed,
"RM 1,000 per month","House, For rent",2-storey Terraced House,3,3,1400 sq.ft.,Not Furnished,Security,Kedah,Sungai Petani,2025-01-28 19:30,109951931,,,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1300 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor,Cyberjaya,2025-01-28 19:26,109885146,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Fauna 1, Off Persiaran Ceria, Cyberjaya, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1500 sq.ft.,Partially Furnished,"Parking, Security, Playground",Kuala Lumpur,Setiawangsa,2025-01-28 19:26,108542280,3.192276341413218,101.73773831024674,,"Jalan Setiawangsa 21, Taman Setiawangsa, Setiawangsa, Kuala Lumpur"
"RM 2,600 per month","House, For rent",1-storey Terraced House,3,3,1600 sq.ft.,Partially Furnished,"Security, Playground, Parking",Selangor,Seri Kembangan,2025-01-28 19:26,109507284,,,"Air-Cond, Cooking Allowed, Near KTM/LRT",
