monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 1,150 per month","Apartment / Condominium, For rent",Condominium,3,2,980 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Minimart, Gymnasium, Lift","Cooking Allowed, Air-Cond, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-25 14:14,109315518,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,660 sq.ft.,Partially Furnished,"Minimart, Playground, Lift",Cooking Allowed,"Jalan Tropicana Selatan, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-25 14:11,109442468,3.1337432965642447,101.59951498570241
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,1040 sq.ft.,Partially Furnished,"Security, Playground, Parking, Lift, Swimming Pool, Gymnasium, Multipurpose hall","Cooking Allowed, Air-Cond","Off Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",Selangor,Kajang,2025-01-25 14:11,109434542,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,780 sq.ft.,Partially Furnished,"Security, Parking, Playground",Cooking Allowed,"Taman Putra Perdana, 47100 Puchong, Selangor, Puchong, Selangor",Selangor,Puchong,2025-01-25 14:11,109486538,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1150 sq.ft.,Partially Furnished,"Playground, Security, Swimming Pool, Squash Court, Parking, Tennis Court",,"Jalan Batu Unjur 9, Taman Bayu Perdana, Off Persiaran Pegaga, Klang, Selangor",Selangor,Klang,2025-01-25 14:10,109923389,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Not Furnished,"Parking, Playground","Air-Cond, Cooking Allowed",,Selangor,Selayang,2025-01-25 14:10,109923748,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Barbeque area, Parking, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine","Lintang Sungai Ara 14, Sungai Ara, Penang",Penang,Sungai Ara,2025-01-25 14:09,109923745,5.334168524300976,100.2729452755813
"RM 1,000 per month","House, For rent",Semi-Detached House,3,2,7200 sq.ft.,Not Furnished,,,,Kedah,Lunas,2025-01-25 14:06,109923706,,
"RM 1,499 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Security, Parking, Playground, Multipurpose hall, Lift","Air-Cond, Near KTM/LRT","No. 1, Jalan 3/33A, Kepong Baru, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-25 14:06,109923697,,
"RM 4,500 per month","House, For rent",Semi-Detached House,5,5,3600 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart, Barbeque area","Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine",,Selangor,Kajang,2025-01-25 14:05,109923686,,
"RM 1,499 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Security, Parking, Playground, Multipurpose hall, Lift","Air-Cond, Near KTM/LRT","No. 1, Jalan 3/33A, Kepong Baru, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-25 14:05,109923670,,
"RM 1,799 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Security, Parking, Playground, Multipurpose hall, Lift","Air-Cond, Near KTM/LRT","No. 1, Jalan 3/33A, Kepong Baru, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-25 14:05,109923656,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,3,2,1200 sq.ft.,Partially Furnished,,,,Selangor,Shah Alam,2025-01-25 14:05,109923322,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,700 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Multipurpose hall, Parking, Security, Playground, Swimming Pool, Lift, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Desa Bakti, Off Taman Desa, Taman Desa, Kuala Lumpur",Kuala Lumpur,Taman Desa,2025-01-25 14:03,109923633,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Parking, Playground",Air-Cond,,Perak,Sitiawan,2025-01-25 14:03,109923617,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1920 sq.ft.,Partially Furnished,Parking,Cooking Allowed,,Johor,Johor Bahru,2025-01-25 14:03,109923611,,
"RM 2,099 per month","Apartment / Condominium, For rent",Service Residence,1,1,560 sq.ft.,Fully Furnished,"Security, Minimart, Lift, Sauna, Multipurpose hall, Jogging Track, Parking, Swimming Pool, Playground, Gymnasium, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bemban, Ampang, Selangor",Selangor,Ampang,2025-01-25 14:02,109660045,,
"RM 2,350 per month","Apartment / Condominium, For rent",Service Residence,4,3,1380 sq.ft.,Fully Furnished,"Playground, Parking, Barbeque area, Security, Sauna, Multipurpose hall, Swimming Pool, Jogging Track, Gymnasium, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Delima 3/1, Off Jalan Daya, Taman Delima, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 14:01,109218078,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track, Minimart","Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine",,Kuala Lumpur,Mont Kiara,2025-01-25 13:59,109327290,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Jogging Track, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",,Kuala Lumpur,Sentul,2025-01-25 13:59,109851582,,
"RM 1,700 per month","House, For rent",Terraced House,3,3,1650 sq.ft.,Partially Furnished,Parking,"Cooking Allowed, Near KTM/LRT, Air-Cond",,Selangor,Putra Heights,2025-01-25 13:59,109912385,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Jujur, Bandar Tun Razak, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-25 13:59,109430237,3.0879394,101.7204414
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,4,2,1350 sq.ft.,Fully Furnished,"Security, Parking, Sauna, Gymnasium, Lift, Swimming Pool",,"Lorong 2C, Off Jalan Abdul Samad, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:53,109923318,,
"RM 1,000 per month","House, For rent",Townhouse,3,2,1400 sq.ft.,Partially Furnished,"Parking, Playground, Minimart",,,Johor,Kulai,2025-01-25 13:53,109923315,,
RM 700 per month,"House, For rent",1-storey Terraced House,3,2,120 sq.ft.,Partially Furnished,"Parking, Jogging Track, Playground, Minimart","Cooking Allowed, Internet",,Perak,Tronoh,2025-01-25 13:52,109923311,,
"RM 1,500 per month","House, For rent",2-storey Terraced House,3,3,1400 sq.ft.,Fully Furnished,"Parking, Playground, Jogging Track",Washing Machine,,Kedah,Kulim,2025-01-25 13:52,109923309,,
RM 650 per month,"House, For rent",Terraced House,3,1,940 sq.ft.,Not Furnished,"Parking, Playground, Jogging Track",Cooking Allowed,,Kedah,Alor Setar,2025-01-25 13:52,109923298,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1450 sq.ft.,Fully Furnished,"Parking, Gymnasium, Sauna, Swimming Pool, Multipurpose hall, Security, Lift, Playground, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Mayang Pasir 2, Elite Avenue, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 13:51,109923297,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,3,2,850 sq.ft.,Not Furnished,Parking,,"Jalan Titiwangsa 17/5, Taman Tampoi Utama, Tampoi, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:51,109923295,1.5146575503108537,103.68140656511106
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Not Furnished,"Parking, Security",Cooking Allowed,,Selangor,Klang,2025-01-25 13:51,109782620,,
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Parking, Lift, Multipurpose hall, Minimart","Cooking Allowed, Air-Cond","Persiaran Sepang, Cyber 11, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-25 13:51,109734649,2.9281982233063415,101.63341053956523
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,1004 sq.ft.,Fully Furnished,"Swimming Pool, Squash Court, Security, Playground, Jogging Track, Barbeque area, Parking, Multipurpose hall, Lift, Gymnasium","Cooking Allowed, Washing Machine, Air-Cond","Jalan SP7, Off Jalan Saujana Putra, Bandar Saujana Putra, Selangor",Selangor,Bandar Saujana Putra,2025-01-25 13:51,109589919,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Security","Cooking Allowed, Air-Cond","No 6, Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-25 13:51,109541915,3.134422519262327,101.47590430085808
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Parking, Swimming Pool, Security, Lift",Cooking Allowed,"Persiaran Puncak Jalil 2, Taman Puncak Jalil, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-25 13:51,109442820,3.0263145662717537,101.68032080367745
RM 600 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Playground, Security",Cooking Allowed,,Selangor,Bangi,2025-01-25 13:51,109434545,,
RM 950 per month,"Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Playground, Lift","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond","Sungai Besi Serdang Perdana, Taman Serdang Perdana, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-25 13:51,109427476,,
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Parking, Security, Lift, Swimming Pool, Gymnasium","Cooking Allowed, Near KTM/LRT","Jalan Wawasan 2/3, Puchong, Selangor",Selangor,Puchong,2025-01-25 13:50,107858465,3.029953058575465,101.61974468924471
"RM 3,000 per month","House, For rent",2-storey Terraced House,5,5,3229 sq.ft.,Partially Furnished,"Parking, Security, Playground",,,Selangor,Setia Alam,2025-01-25 13:50,109923289,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Johor,Johor Bahru,2025-01-25 13:50,109923206,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Gymnasium, Playground, Parking, Minimart, Jogging Track, Barbeque area, Multipurpose hall, Security, Swimming Pool, Lift, Tennis Court, Squash Court, Sauna, Club house","Air-Cond, Cooking Allowed, Washing Machine","Lorong Masjid 1, Kampung Sungai Kayu Ara, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-25 13:50,109923209,3.136534071795246,101.61430211315547
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,533 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Barbeque area, Sauna, Security, Playground, Gymnasium, Minimart, Lift",,"Jalan Selandang Off Jalan Dato Sulaiman, KSL City, Taman Abad, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:50,109923200,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,1,590 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,"Jalan Sultanah Aminah, Marina Cove, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:50,109858171,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Security, Parking",Cooking Allowed,"Jalan 5/76a, Off Jalan Kampung Pandan, Desa Pandan, Kuala Lumpur",Kuala Lumpur,Desa Pandan,2025-01-25 13:49,109923284,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,940 sq.ft.,Fully Furnished,"Security, Parking, Playground, Gymnasium, Barbeque area, Swimming Pool","Washing Machine, Air-Cond","Jalan Kiara 4, Mont Kiara, Kuala Lumpur",Kuala Lumpur,Mont Kiara,2025-01-25 13:48,109923277,3.1669904314505324,101.65068783534392
"RM 1,900 per month","House, For rent",1-storey Terraced House,3,2,2660 sq.ft.,Partially Furnished,"Parking, Security, Playground",,,Selangor,Setia Alam,2025-01-25 13:45,109923148,,
"RM 1,300 per month","House, For rent",Townhouse,3,2,904 sq.ft.,Fully Furnished,"Parking, Security, Playground",,,Selangor,Bandar Botanic,2025-01-25 13:45,109923131,,
"RM 1,550 per month","Apartment / Condominium, For rent",Studio,2,1,580 sq.ft.,Fully Furnished,"Gymnasium, Security, Minimart, Lift, Swimming Pool, Playground","Cooking Allowed, Air-Cond, Washing Machine","Jalan Plumbum 7/102, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 13:43,109923253,3.0647791269756985,101.48606686973181
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,1,800 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Near KTM/LRT, Cooking Allowed, Air-Cond",,Kuala Lumpur,Setiawangsa,2025-01-25 13:42,109122819,,
"RM 1,950 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",Cooking Allowed,"Jalan Kristal 7/70G, Section 7, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 13:42,109923252,3.077467691169683,101.48381911680471
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,1,650 sq.ft.,Partially Furnished,,Cooking Allowed,"Jalan Penghulu, Bandar Mahkota Cheras, Cheras, Selangor",Selangor,Cheras,2025-01-25 13:41,109374552,3.0623764489267478,101.78367955053267
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:40,109053648,1.4456292721710593,103.93859408054762
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,900 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:40,109115140,1.4456292721710593,103.93859408054762
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Security, Lift",Cooking Allowed,"88, Jalan Fettes, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-25 13:40,109070838,5.451980689905612,100.30392693697613
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:39,108740161,1.4456292721710593,103.93859408054762
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,565 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Internet","Persiaran Metafasa, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 13:39,108806811,3.1513865312315237,101.51607878998404
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1043 sq.ft.,Partially Furnished,"Parking, Security",Air-Cond,"Off Jalan Dimpoukon, Taman Penampang, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-25 13:37,109645074,,
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Permaisuri 1, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-25 13:36,109460315,3.0988424,101.7171335
RM 900 per month,"Apartment / Condominium, For rent",Flat,2,1,510 sq.ft.,Partially Furnished,Parking,,"Jalan Pandan Indah 5/20, Pandan Indah, Ampang, Selangor",Selangor,Ampang,2025-01-25 13:34,109923181,3.133090965572692,101.7509656162911
RM 800 per month,"House, For rent",Terraced House,3,2,1100 sq.ft.,Not Furnished,"Parking, Minimart",,,Terengganu,Besut,2025-01-25 13:34,109923178,,
RM 700 per month,"House, For rent",Others,2,2,510 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Selangor,Jeram,2025-01-25 13:34,109923173,,
"RM 3,250 per month","Apartment / Condominium, For rent",Condominium,3,3,1300 sq.ft.,Fully Furnished,"Gymnasium, Lift, Barbeque area, Multipurpose hall, Security, Swimming Pool, Parking, Playground, Tennis Court, Minimart, Squash Court, Club house","Air-Cond, Cooking Allowed, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:34,109923169,1.4623036,103.7303918
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Security, Parking","Internet, Near KTM/LRT","Jalan SP 5/3, Off Persiaran Serdang Perdana, Taman Serdang Perdana, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-25 13:34,109923166,,
RM 900 per month,"House, For rent",Terraced House,3,2,1450 sq.ft.,Partially Furnished,"Parking, Playground, Minimart",,,Melaka,Durian Tunggal,2025-01-25 13:33,109923164,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1491 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Playground, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",,Selangor,Dengkil,2025-01-25 13:33,109923163,,
"RM 1,300 per month","House, For rent",Terraced House,3,4,1000 sq.ft.,Fully Furnished,,,,Melaka,Melaka City,2025-01-25 13:33,109923159,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,1,1,350 sq.ft.,Fully Furnished,"Security, Gymnasium, Parking, Swimming Pool, Tennis Court, Sauna, Minimart, Playground, Lift","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Emporis, Off Persiaran Surian, Kota Damansara, Selangor",Selangor,Kota Damansara,2025-01-25 13:33,109553692,,
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,1001 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Parking, Security, Lift, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT","Taman Bukit Pelangi, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 13:31,109427606,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,775 sq.ft.,Not Furnished,"Parking, Security, Playground",Cooking Allowed,"Jalan Dahlia 6/2, Taman Dahlia, Sepang, Selangor",Selangor,Sepang,2025-01-25 13:31,109315683,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,855 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Swimming Pool, Security, Minimart","Cooking Allowed, Near KTM/LRT, Air-Cond","Jalan Liku Tasik Selatan 21/146, Cheras, Selangor",Selangor,Cheras,2025-01-25 13:31,109335519,,
"RM 3,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,1000 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track, Club house, Security, Playground, Swimming Pool",,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 13:30,109923066,1.4456292721710593,103.93859408054762
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Penang,Butterworth,2025-01-25 13:27,109923119,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Playground, Minimart",Cooking Allowed,"Jalan KP 1/6, Off Persiaran Lestari Perdana, Kota Perdana, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-25 13:27,109541931,,
"RM 1,600 per month","House, For rent",3-storey Terraced House,3,3,1200 sq.ft.,Not Furnished,,"Washing Machine, Air-Cond, Near KTM/LRT",,Kuala Lumpur,Setapak,2025-01-25 13:25,109923056,,
"RM 5,600 per month","House, For rent",2-storey Terraced House,5,3,2800 sq.ft.,Partially Furnished,,,,Penang,Bayan Baru,2025-01-25 13:25,109151570,,
RM 700 per month,"Apartment / Condominium, For rent",Flat,3,2,770 sq.ft.,Not Furnished,"Playground, Parking",,"Jalan Tasek 64, Bandar Baru Seri Alam, Pasir Gudang, Johor",Johor,Pasir Gudang,2025-01-25 13:25,109923053,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed","Jalan Selesa 12, Happy Garden, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-01-25 13:24,109923107,,
"RM 1,150 per month","Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Fully Furnished,"Security, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan PJU 8/1, Damansara Perdana, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-25 13:23,108886908,3.164767983853033,101.61252145234174
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,859 sq.ft.,Partially Furnished,"Playground, Lift, Multipurpose hall, Security, Parking",Cooking Allowed,"Persiaran Mahkota 1, Bandar Bukit Mahkota, Bangi, Selangor",Selangor,Bangi,2025-01-25 13:22,109801595,,
"RM 1,450 per month","Apartment / Condominium, For rent",Condominium,2,1,550 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Security, Lift, Minimart, Playground, Swimming Pool, Parking, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 13:21,108940468,3.0763722500000004,101.54200975
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,984 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","Jalan Setia Menanti, Taman Residensi Impian, Kajang, Selangor",Selangor,Kajang,2025-01-25 13:21,92624128,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,2,1,550 sq.ft.,Fully Furnished,"Gymnasium, Lift, Jogging Track, Parking, Security, Minimart, Playground, Swimming Pool, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 13:21,109838127,3.0763722500000004,101.54200975
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,990 sq.ft.,Partially Furnished,"Gymnasium, Swimming Pool, Barbeque area, Playground, Multipurpose hall, Security, Parking, Lift, Sauna, Minimart, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Putra Permai 2, Taman Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-25 13:21,109309179,3.007706987774196,101.67985144056075
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Gymnasium, Lift, Parking, Playground, Swimming Pool, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","Jalan Mutiara 3, Mutiara Height, Kajang, Selangor",Selangor,Kajang,2025-01-25 13:21,108624286,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1045 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,Selangor,Puchong,2025-01-25 13:20,109854887,,
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1109 sq.ft.,Fully Furnished,"Security, Playground, Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Lift, Parking, Swimming Pool",,"Lebuh Sungai Pinang 1, Jelutong, Penang",Penang,Jelutong,2025-01-25 13:18,109893011,5.4016431359530594,100.32459566000567
"RM 4,500 per month","Apartment / Condominium, For rent",Condominium,2,2,1450 sq.ft.,Fully Furnished,"Barbeque area, Parking, Swimming Pool, Gymnasium, Lift, Squash Court, Sauna, Security, Playground, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Lorong Burma, Georgetown, Penang",Penang,Georgetown,2025-01-25 13:18,107410971,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,930 sq.ft.,Not Furnished,"Security, Playground, Gymnasium, Minimart, Multipurpose hall, Parking, Swimming Pool, Jogging Track, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan 1/27e, Setapak Jaya, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-25 13:15,109312432,3.1939693481232014,101.72668212543824
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Swimming Pool, Lift, Security, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan 2/12, Kampung Batu Muda, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-25 13:15,109343551,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Lift, Security","Air-Cond, Washing Machine, Cooking Allowed","Tingkat Bukit Kecil, Off Jalan Sultan Azlan Shah, Sungai Nibong, Penang",Penang,Sungai Nibong,2025-01-25 13:14,109736606,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Parking, Security, Playground, Gymnasium, Swimming Pool, Barbeque area, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Washing Machine","Lilitan Sungai Ara, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 13:14,109356864,5.323983659702522,100.27292281116614
