ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
105737789,Pangsapuri Putra Damai,,"RM 1,100 per month",Putrajaya - Putrajaya,Flat,3,,2,750 sq.ft.,Not Furnished,"Parking, Minimart, Lift, Playground",Cooking Allowed
105740509,Aura Residence,2021,"RM 2,000 per month",Putrajaya - Putrajaya,Condominium,2,2,2,748 sq.ft.,Fully Furnished,"Playground, Club house, Security, Parking, Swimming Pool, Jogging Track, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine"
106023878,PPAM KETUMBAR PRESINT 17,2020,"RM 1,500 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1000 sq.ft.,Partially Furnished,"Security, Playground, Parking, Lift, Multipurpose hall",Cooking Allowed
105912516,Shaftsbury Avenue,2018,"RM 1,700 per month",Putrajaya - Putrajaya,Service Residence,2,,1,650 sq.ft.,Fully Furnished,"Minimart, Security, Swimming Pool, Jogging Track, Lift, Sauna, Tennis Court, Gymnasium, Squash Court, Barbeque area, Parking","Air-Cond, Cooking Allowed, Washing Machine, Internet"
106026133,Antara Residence,2022,"RM 1,800 per month",Putrajaya - Putrajaya,Service Residence,1,,1,583 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Jogging Track, Club house, Gymnasium, Multipurpose hall",
105798303,Tamara Residence,2016,"RM 1,900 per month",Putrajaya - Putrajaya,Condominium,3,2,2,1205 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Security, Multipurpose hall, Playground, Gymnasium, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed"
105798651,Tamara Residence,2016,"RM 2,400 per month",Putrajaya - Putrajaya,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,"Playground, Gymnasium, Security, Parking, Swimming Pool, Multipurpose hall, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine"
106015970,Larai Apartment Presint 6 @ Putrajaya,2004,"RM 1,550 per month",Putrajaya - Putrajaya,Apartment,3,,2,1000 sq.ft.,Fully Furnished,"Playground, Parking, Lift",Air-Cond
106004174,Dwiputra Residences,2017,"RM 2,500 per month",Putrajaya - Putrajaya,Condominium,3,2,2,1237 sq.ft.,Fully Furnished,"Security, Swimming Pool, Lift, Multipurpose hall, Parking, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine"
105743641,Antara Residence,2022,"RM 1,950 per month",Putrajaya - Putrajaya,Service Residence,2,1,2,800 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Parking, Jogging Track, Security, Playground, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
105996381,Dwiputra Residences,2017,"RM 1,800 per month",Putrajaya - Putrajaya,Condominium,3,2,2,950 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Gymnasium, Multipurpose hall, Parking, Security, Playground",
105992565,Pangsapuri Putra Harmoni @ Presint 9,,"RM 1,600 per month",Putrajaya - Putrajaya,Apartment,3,,2,700 sq.ft.,Partially Furnished,"Parking, Playground, Lift","Washing Machine, Near KTM/LRT"
104345701,Residensi Youth City,,RM 700 per month,Putrajaya - Putrajaya,Condominium,2,1,2,740 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Cooking Allowed, Near KTM/LRT"
105962718,Puteri Palma Condominium,1998,"RM 2,500 per month",Putrajaya - Putrajaya,Condominium,3,1,3,1800 sq.ft.,Partially Furnished,"Jogging Track, Club house, Security, Playground, Multipurpose hall, Minimart, Gymnasium, Parking, Barbeque area, Swimming Pool, Sauna, Lift",Air-Cond
105960263,PPA1M Pudina,2018,"RM 1,500 per month",Putrajaya - Putrajaya,Apartment,3,2,2,1200 sq.ft.,Partially Furnished,"Playground, Parking, Lift, Jogging Track, Multipurpose hall, Security, Barbeque area",Cooking Allowed
105951240,PPAM Seruling Presint 5,,"RM 1,500 per month",Putrajaya - Putrajaya,Apartment,3,,2,1200 sq.ft.,Partially Furnished,"Security, Parking, Playground, Lift",Cooking Allowed
105798735,Tamara Residence,2016,"RM 2,200 per month",Putrajaya - Putrajaya,Condominium,3,,2,1205 sq.ft.,Fully Furnished,"Playground, Gymnasium, Security, Parking, Swimming Pool, Multipurpose hall, Lift, Minimart, Jogging Track",
105934641,Larai Apartment Presint 6 @ Putrajaya,2004,"RM 1,450 per month",Putrajaya - Putrajaya,Apartment,4,1,3,1500 sq.ft.,Partially Furnished,"Parking, Lift, Playground, Security, Multipurpose hall, Minimart, Jogging Track","Cooking Allowed, Near KTM/LRT"
105926167,Dwiputra Residences,2017,"RM 1,700 per month",Putrajaya - Putrajaya,Condominium,3,2,2,950 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Parking, Security, Lift, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT"
105913459,Dwiputra Residences,2017,"RM 2,300 per month",Putrajaya - Putrajaya,Condominium,3,,3,1200 sq.ft.,Fully Furnished,"Playground, Lift, Parking, Security, Gymnasium, Multipurpose hall, Swimming Pool",
105906998,Flora Rosa,2021,"RM 2,800 per month",Putrajaya - Putrajaya,Condominium,3,,2,1184 sq.ft.,Fully Furnished,"Jogging Track, Playground, Parking, Security, Gymnasium, Swimming Pool, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine"
105902731,Aura Residence,2021,"RM 2,600 per month",Putrajaya - Putrajaya,Condominium,4,,4,1370 sq.ft.,Partially Furnished,"Swimming Pool, Club house, Playground, Jogging Track, Parking, Security",Air-Cond
105893748,Larai Apartment Presint 6 @ Putrajaya,2004,"RM 1,400 per month",Putrajaya - Putrajaya,Apartment,3,1,2,1200 sq.ft.,Partially Furnished,"Parking, Playground, Lift",
