ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
106093388,Tri Pinnacle,2018,"RM 1,600 per month",Penang - Tanjong Tokong,Condominium,3,2,2,800 sq.ft.,Fully Furnished,"Playground, Gymnasium, Jogging Track, Parking, Lift, Barbeque area, Multipurpose hall, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine"
106093576,Orange Regency @ Butterworth,2018,"RM 1,600 per month",Penang - Butterworth,Condominium,4,2,2,1475 sq.ft.,Not Furnished,"Parking, Security, Playground, Swimming Pool, Barbeque area, Gymnasium, Jogging Track, Lift, Sauna",
106093494,Imperial Residences,2016,"RM 2,200 per month",Penang - Sungai Ara,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Jogging Track, Barbeque area, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine"
104066077,Pangsapuri Suria 1 Batu Kawan,2018,RM 900 per month,Penang - Batu Kawan,Apartment,3,1,2,850 sq.ft.,Not Furnished,"Swimming Pool, Parking, Security, Minimart, Jogging Track, Sauna",
105386228,Tri Pinnacle,2018,"RM 1,300 per month",Penang - Tanjong Tokong,Condominium,3,1,2,800 sq.ft.,Partially Furnished,"Parking, Playground, Lift, Barbeque area, Jogging Track, Multipurpose hall, Security, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed"
106092313,Flat Apartment Gated Guarded,,RM 600 per month,Penang - Seberang Jaya,Flat,3,,1,750 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track, Minimart",Cooking Allowed
105709892,Granito @ Permai,,"RM 2,000 per month",Penang - Tanjung Bungah,Condominium,3,3,2,900 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Jogging Track, Security, Parking, Gymnasium","Cooking Allowed, Washing Machine"
105683378,"The Navens, Bukit Mertajam",2020,"RM 1,400 per month",Penang - Bukit Mertajam,Condominium,3,2,2,1370 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Barbeque area, Sauna, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed"
106091737,Dutamas Residence,,"RM 1,200 per month",Penang - Bukit Mertajam,Condominium,3,2,2,1345 sq.ft.,Not Furnished,"Security, Gymnasium, Sauna, Club house, Playground, Swimming Pool, Barbeque area, Multipurpose hall, Parking",Cooking Allowed
105628801,Taman Pandan Indah,,RM 900 per month,Penang - Butterworth,Apartment,3,,2,850 sq.ft.,Partially Furnished,Playground,Cooking Allowed
